trade_id,pnl_pct,won,ret_1,ret_2,ret_3,ret_5,ret_8,ret_13,ret_21,log_ret_1,ret_z_5,ret_z_20,dist_sma5,dist_sma8,dist_sma10,dist_sma20,dist_sma34,dist_sma50,dist_sma100,dist_sma200,dist_ema5,dist_ema9,dist_ema12,dist_ema21,dist_ema26,dist_ema50,dist_ema100,dist_ema200,dist_wma10,dist_hma9,dist_dema9,dist_tema9,z_ema9,z_ema12,z_ema21,z_ema26,z_ema50,ema_spread_9_21,ema_spread_21_50,price_ma_cross_9_21,bb_pct,bb_width,bb_width_z,bb_up_dist,bb_low_dist,in_upper_band,in_lower_band,kc_pos,kc_width,dc_pos20,dc_width20,dc_pos50,dc_width50,macd,macd_signal,macd_hist,macd_hist_z,macd_ratio,ppo,adx14,pdi14,mdi14,di_diff,adx_sma5,aroon_up14,aroon_dn14,aroon_osc14,aroon_up25,aroon_dn25,aroon_osc25,cci14,cci20,dpo20,trix9,tsi,vi_plus,vi_minus,vi_diff,rsi_2,rsi_7,rsi_14,rsi_21,rsi_14_z,stoch_k,stoch_d,stoch_j,stoch_rsi,stoch_rsi_k,momentum_3,momentum_5,momentum_10,momentum_20,momentum_50,roc_3,roc_5,roc_10,roc_12,roc_24,roc_50,cmo14,williams_r,elder_bull,elder_bear,awesome,ppo_mom,atr_7,atr_14,atr_21,atr14_pct,atr14_sma,std_5,realized_vol_5,std_10,realized_vol_10,std_20,realized_vol_20,std_50,realized_vol_50,parkinson_10,parkinson_20,garman_klass_10,vol_ratio_20,vol_z_20,body,body_pct,upper_wick,lower_wick,up_wick_pct,low_wick_pct,body_ratio,body_pos,range_pct,gap,gap_pct,bull,bear,doji,hammer,shooting_star,marubozu,engulf_bull,engulf_bear,harami,close_vs_open_pos,hl_position_20,up_streak,dn_streak,streak_diff,skew_10,kurt_10,skew_20,kurt_20,skew_50,kurt_50,autocorr_1_10,autocorr_5_20,entropy_10,entropy_20,entropy_30,hurst_20,pct_rank_20,pct_rank_50,q25_dist,q75_dist,fisher,fisher_sig,inv_fisher,hour_sin,hour_cos,lag_ret1_1,lag_rsi14_1,lag_macdhist_1,lag_bbpct_1,lag_atrpct_1,lag_volz_1,lag_ret1_2,lag_rsi14_2,lag_macdhist_2,lag_bbpct_2,lag_atrpct_2,lag_volz_2,lag_ret1_3,lag_rsi14_3,lag_macdhist_3,lag_bbpct_3,lag_atrpct_3,lag_volz_3,lag_ret1_4,lag_rsi14_4,lag_macdhist_4,lag_bbpct_4,lag_atrpct_4,lag_volz_4,ret_ma5,ret_ma10,prev_bar_body,prev_bar_range,prev_bar_close_pos,er_10,er_20,mfi_proxy_14,cmf_proxy_14,macd_cross,macd_hist_slope,dow_sin,dow_cos,session_asia,session_london,session_ny,rsi_7_z,ret_10,dist_high_20,dist_low_20,hl_ratio_5,avg_body_ratio_10
41,-0.0583,0,0.18316,-0.0114,0.01042,-0.04026,0.01005,-0.08897,0.07716,0.18334,-0.06313,0.10201,-0.00426,0.00535,0.00217,-0.00089,0.00545,-0.00572,0.02722,0.21468,0.00178,-0.00207,-0.00206,0.00124,0.00167,-0.00175,0.04107,0.12536,0.00034,0.03565,0.00018,0.01946,-0.02376,0.01247,-0.07821,-0.03796,-0.00153,0.0034,-0.00549,-0.01388,-0.07633,-0.00579,-0.0569,-0.02545,0.03675,0.06484,-0.11944,0.00659,-0.05455,-0.10186,0.01588,-0.01025,0.03789,-0.00084,-0.01189,-0.05511,6e-05,-0.00088,-0.00081,0.12722,-0.01702,-0.00444,-0.01206,0.0569,-0.37075,-0.01803,-0.17749,0.15275,-0.09829,0.00563,-0.09065,-0.07783,0.00304,0.0109,-0.00051,-0.00749,0.0043,-0.00319,0.05808,0.02631,0.00361,0.00023,-0.01303,-0.02606,-0.0264,0.03995,0.11731,-0.00092,0.01036,-0.03977,0.02415,0.03947,-0.14501,0.01042,-0.04026,0.02497,0.03964,-0.02149,-0.14311,0.00361,-0.02606,0.0079,-0.00711,0.00771,-0.00081,0.07435,-0.00389,-0.03813,-0.0198,0.03733,-0.1163,0.01031,-0.09432,0.1001,-0.00586,-0.05611,-0.00828,-0.03639,-0.11847,-0.23466,-0.36224,0.00645,0.02962,0.09108,0.09008,0.00486,0.00488,-0.12913,-0.00539,-0.11683,0.08986,-0.06454,0.33963,0.34129,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,0.2315,-0.17601,0.08998,-0.10186,-0.04779,-0.00025,-0.00914,-0.0844,0.01911,-0.01004,-0.46442,-0.12994,-0.01523,-0.05696,0.03576,0.0486,0.0877,-0.06461,-0.19544,-0.02266,0.00329,0.01683,-0.05856,-0.03018,-0.06,-0.04045,-0.03327,-0.09675,0.10541,0.00276,-0.06094,-0.00051,-0.00551,-0.00046,0.11042,-0.00145,-0.04684,-0.02308,0.0104,-0.02322,-0.01237,0.00764,-0.0448,0.01466,0.02616,-0.00902,-0.21171,0.00617,-0.07323,-0.01081,0.17205,0.07078,0.18316,-0.0401,0.16009,0.01349,0.10541,-0.01941,-0.01827,0.00292,0.1216,0.31584,-0.00234,-0.04061,-0.04061,0.0,0.0,0.0,0.04158,0.02497,-0.00068,0.01943,0.01391,-0.00977
42,-0.0622,0,0.18421,0.00172,-0.00298,0.02013,0.01551,-0.0862,0.04787,0.18439,-0.03718,0.10274,-0.00865,-0.00693,6e-05,-0.00057,0.0053,-0.0014,0.02636,0.2169,0.00241,-0.00243,-0.00204,0.00112,0.00156,-0.00156,0.03924,0.12292,-0.0031,0.02171,0.00098,0.03763,0.06021,0.00522,-0.06661,-0.0328,-0.00837,0.0017,-0.00491,-0.01388,-0.0646,0.04744,0.05496,-0.00457,0.04168,0.06484,-0.11944,0.00589,-0.05516,-0.11257,0.02161,-0.00833,0.03787,-0.00136,-0.0076,-0.02811,0.00217,-0.00139,-0.00131,0.21108,0.00181,-0.07954,-0.04814,0.14736,-0.54563,0.05926,-0.14156,0.22073,-0.02307,0.00563,-0.02791,-0.05444,0.00271,0.00642,-0.00049,-0.06149,-0.01781,-0.04742,0.04958,0.02132,0.00298,0.00021,-0.01091,-0.02782,-0.04823,0.03303,0.06064,0.0031,-0.00287,0.01979,-0.00648,0.03475,-0.13734,-0.00298,0.02013,-0.00666,0.01274,-0.02386,-0.13547,0.00298,-0.02782,0.00632,-0.0024,0.00544,-0.00131,0.06305,-0.00381,-0.03849,-0.01943,0.03193,-0.07306,0.24951,-0.11908,-0.01302,0.0465,-0.06243,-0.01171,-0.07438,-8e-05,-0.26848,-0.29111,0.00671,0.02233,0.09672,0.09567,-0.08814,0.00016,-0.24371,-0.01311,-0.23774,0.09534,-0.03988,0.23246,0.23366,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,-0.17601,0.09556,-0.11257,-0.04779,-0.00025,-0.00914,-0.04409,0.02578,0.09553,-0.26031,-0.12338,-0.07128,-0.07286,0.23478,-0.25067,-0.0478,-0.11207,-0.15958,-0.03268,0.00753,0.02112,-0.00669,-0.00282,-0.0128,-0.00468,-0.17957,-0.18127,0.2394,0.00285,-0.02583,0.03277,-0.02119,-0.00257,-0.02045,0.0022,-0.02513,-0.04513,0.00126,-0.01566,0.07172,0.00347,-0.01874,0.01017,-0.05765,0.01327,-0.1546,-0.00782,-0.02851,0.00095,-0.02535,-0.00254,0.18421,0.01999,0.32409,0.01359,0.2394,0.05177,-0.05287,-0.0453,0.05727,0.31584,0.00185,0.185,0.185,0.0,0.0,0.0,0.02988,-0.00666,-0.00053,0.02198,0.05164,0.01455
43,0.0,0,0.11001,-0.03425,-0.08837,0.05307,-0.0283,-0.03506,0.04229,0.11007,-0.01472,0.06471,-0.02655,-0.04036,-0.02232,-0.00212,0.01206,0.02099,0.01632,0.11227,0.00769,-0.01076,-0.00887,0.00487,0.00878,0.00167,0.0115,0.05516,-0.01694,0.03092,0.00362,0.06331,0.25923,0.08462,-0.17575,-0.06943,-0.03994,0.00698,-0.0037,-0.01388,-0.17348,0.0044,-0.02696,-0.0566,0.09416,0.06484,0.25381,0.0246,-0.09468,-0.1703,-0.00094,0.02301,0.05407,0.00597,-0.00207,-0.06209,0.00066,0.0059,0.0058,0.19286,0.09056,0.03667,0.07224,0.2013,0.06646,-0.14685,-0.17749,0.22073,-0.22365,0.00985,-0.19409,-0.14624,0.00478,0.00703,0.0041,-0.03409,0.01562,-0.01613,0.13257,0.09193,0.0181,-0.00079,-0.01841,-0.04205,-0.11109,0.03161,0.38291,0.07619,-0.08717,0.05226,0.0123,0.02575,-0.07844,-0.08837,0.05307,0.01278,0.00811,-0.03162,-0.07691,0.0181,-0.04205,-0.02479,-0.05001,0.00928,0.0058,0.09576,-0.0064,-0.06542,-0.03322,0.05795,0.2688,0.20942,-0.03124,0.04463,0.00442,-0.03421,-0.01456,-0.09014,0.08799,-0.22453,-0.66037,-0.00717,0.04991,0.08209,0.08133,0.00572,0.00599,-0.11785,-0.00056,-0.0811,0.08096,-0.05616,-0.38249,-0.38479,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,-0.17601,0.08125,-0.1703,-0.04779,0.01219,-0.01952,0.13016,-0.04316,0.11554,-0.08454,-0.06398,0.06387,-0.00944,0.29562,-0.25067,0.01773,-0.11207,-0.20345,-0.08282,0.01813,0.08658,-0.07003,-0.03269,-0.01618,-0.04365,-0.17957,-0.18127,-0.21378,-0.00415,-0.04308,-0.19697,-0.04287,-0.01109,0.00866,0.00091,-0.01241,-0.02832,-0.02142,0.02623,0.07213,0.00261,-0.00893,0.00835,-0.05656,0.01008,-0.33718,-0.00806,-0.01116,0.00306,-0.10198,-0.01224,0.11001,0.0528,-0.28011,-0.00083,-0.21378,0.00907,-0.08335,0.00044,-0.02365,0.31584,0.0122,0.185,0.185,0.0,0.0,0.0,0.08494,0.01278,-0.0027,0.02982,-0.07154,-0.00629
44,0.0,0,-0.09362,0.0036,0.02569,0.04138,-0.0126,-0.02254,0.11379,-0.09373,0.04098,-0.08938,0.00415,-0.01093,-0.00753,-0.00088,0.00804,0.01636,0.01911,0.15538,-0.00012,-0.0023,-0.00277,0.00223,0.00426,0.00034,0.02053,0.07724,-0.00247,-0.03229,-0.00099,-0.03793,0.08709,0.03553,-0.10113,-0.0432,-0.03363,0.00943,-0.00258,-0.01388,-0.10668,0.08602,0.1605,-0.00447,0.06939,0.06484,0.25381,0.01215,-0.01053,-0.10275,-0.00021,0.02073,0.05836,0.01082,0.00645,-0.05913,0.0013,0.0107,0.01052,0.08236,0.11186,-0.01425,0.05245,0.14541,-0.19587,-0.09533,-0.21342,0.22073,-0.17351,0.00879,-0.15322,-0.06011,0.00315,0.01098,0.00775,-0.00974,-0.00052,-0.0066,-0.0408,0.04126,0.01056,-0.0004,-0.01119,-0.02064,-0.07371,0.00631,0.16933,0.10562,0.0254,0.04073,0.02253,0.04298,-0.04984,0.02569,0.04138,0.02334,0.01193,-0.00691,-0.04853,0.01056,-0.02064,-0.02631,-0.025,0.01613,0.01052,-0.03744,0.00023,-0.008,0.00082,-0.0322,-0.30031,-0.09549,-0.00292,-0.00945,0.08464,0.00523,-0.01441,-0.02064,0.03113,0.00507,-0.37456,0.0041,-0.0287,-0.01056,-0.01046,-0.09417,0.01733,-0.16854,0.09644,0.45417,-0.01037,0.04094,-0.93876,-0.94529,0.00178,0.00178,-0.60661,0.0,0.53912,0.06013,-0.00984,-0.03157,0.4526,-0.0104,-0.10275,0.00531,-0.01269,0.01163,-0.02039,0.04999,0.10937,0.33781,-0.0623,0.07772,0.05718,0.24102,-0.25067,-0.02278,0.0143,0.03569,-0.05274,0.01601,0.04429,-0.00644,-0.06884,-0.08154,-0.08736,-0.17957,-0.18127,-0.07626,-0.00592,-0.07115,-0.22851,-0.029,-0.0054,0.04329,0.00642,-0.03209,-0.07967,-0.03384,0.06478,0.04279,0.02302,-0.02128,0.02517,-0.09667,0.02213,0.28031,0.00964,-0.01968,-0.01155,-0.20794,-0.05144,-0.09362,0.04118,-0.07547,-0.01444,-0.07626,-0.01865,0.11383,0.03698,-0.05772,0.31584,-0.00585,0.185,0.185,0.0,0.0,0.0,0.02369,0.02334,-0.00153,0.01714,0.02294,0.03622
45,-0.0511,0,-0.05495,0.01342,0.03111,-0.02845,-0.00685,-0.05612,0.03188,-0.05504,0.01479,-0.04518,0.01074,0.01652,0.00584,0.00011,0.00329,0.00937,0.02188,0.20554,-0.00285,0.00269,0.00146,-3e-05,0.00016,-0.00104,0.03074,0.1029,0.00626,-0.01503,-0.00222,-0.0399,-0.0869,-0.00236,-0.02771,-0.01875,-0.02253,0.00615,-0.00213,-0.01388,-0.02629,0.15859,0.2871,0.03855,0.05264,0.06484,-0.11944,0.00043,0.08391,-0.01579,0.03126,0.014,0.05841,0.00842,0.01055,-0.01702,0.00394,0.00832,0.0082,0.09321,0.09344,-0.04758,0.02177,0.08595,-0.45819,-0.01803,-0.21342,0.19807,-0.09829,0.00668,-0.02765,-0.01232,0.00145,0.00977,0.00721,-0.03385,-0.04873,-0.04162,-0.12963,-0.00628,0.00303,1e-05,-0.00241,-0.00688,-0.04211,-0.00632,-0.04386,0.02961,0.03075,-0.02812,0.01597,-0.00889,-0.04549,0.03111,-0.02845,0.01656,0.00617,-0.02878,-0.04423,0.00303,-0.00688,-0.01023,-0.00933,0.01069,0.0082,-0.11521,0.00661,0.05729,0.03353,-0.10741,-0.27547,-0.4342,-0.12303,-0.19532,0.15582,0.06034,-0.01297,0.01488,0.09759,0.07568,-0.05015,-0.01204,-0.08312,-0.03573,-0.03537,-0.17253,0.01865,-0.37553,0.07686,0.20277,-0.03526,0.01728,0.07681,0.07747,0.00178,0.00178,0.09875,0.0,-0.13478,0.06013,0.06045,-0.03157,-0.17601,-0.0353,-0.01579,0.05841,-0.01269,0.02201,-0.12694,-0.01585,0.02294,-0.20311,-0.05886,0.1117,0.03344,0.05426,-0.16866,0.01773,0.23006,0.0205,-0.01263,0.01177,0.0088,0.02715,-0.04471,-0.06709,-0.0587,-0.17957,-0.18127,0.06947,-0.00239,-0.03479,-0.10303,0.06388,0.03965,-0.01288,0.0052,-0.02428,-0.06981,0.02206,-0.08395,-0.03774,0.01284,-0.0202,0.01485,0.00231,-0.01219,0.09293,0.01411,-0.03356,-0.01356,-0.14017,-0.02526,-0.05495,-0.02833,0.013,-0.01225,0.06947,-0.02152,-0.34862,0.00898,-0.09007,0.31584,-0.00998,0.185,0.185,0.0,0.0,0.0,-0.04003,0.01656,0.00121,0.00945,0.14314,0.11268
46,-0.0515,0,0.03852,-0.01047,-0.01712,-0.01405,0.00757,-0.06645,-0.02325,0.0385,-0.03712,0.0423,-0.00414,0.00187,0.00286,-0.00028,0.00323,0.01268,0.01902,0.19246,0.00085,-0.00062,-0.00061,0.00068,0.00138,-0.00046,0.02536,0.09049,-6e-05,0.02117,0.00024,0.02017,0.02064,0.00704,-0.06933,-0.02826,-0.02485,0.00302,-0.00196,-0.01388,-0.07085,0.1522,0.23968,0.02669,0.0671,0.06484,-0.11944,0.00567,0.15568,-0.06337,0.03123,0.01995,0.05837,0.00495,0.00926,0.00603,0.00413,0.00488,0.00483,0.16087,0.0738,-0.00608,0.03665,0.12621,-0.45819,0.05926,-0.10563,0.22073,-0.02307,0.00563,-0.05314,-0.04927,0.0015,0.00496,0.00595,-0.03479,-0.06589,-0.04908,0.08931,0.03055,0.0078,-0.00027,-0.00628,-0.01274,-0.0086,0.0216,0.09131,-0.00529,-0.01682,-0.01393,-0.00252,-0.01097,0.00751,-0.01712,-0.01405,-0.00256,0.01011,-0.01218,0.00816,0.0078,-0.01274,-0.01322,-0.00394,0.0038,0.00483,-0.15768,0.01099,0.10743,0.05583,-0.15557,-0.3616,-0.49212,-0.22467,-0.42385,0.14959,0.06012,-0.01178,0.05617,0.15276,0.07873,0.28168,-0.01535,-0.08456,0.00994,0.00984,-0.13637,0.01208,-0.27072,0.08299,0.30789,0.00972,0.05133,0.26563,0.26747,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,0.4526,0.00988,-0.06337,-0.04779,0.01219,-0.01952,0.00852,0.00756,0.0681,-0.22509,-0.03763,0.14747,0.01119,-0.05037,-0.16866,-0.01592,0.11893,0.04076,-0.03268,0.01389,0.02112,0.00796,0.01408,-0.00571,0.01786,-0.17957,-0.18127,-0.05939,-0.00145,0.00707,-0.05893,0.10037,0.03804,0.02932,-0.00016,0.00099,0.00515,0.04282,-0.08902,-0.02245,0.00268,-0.0049,0.00244,0.09744,-0.03595,-0.10563,0.00519,-0.01559,-0.00558,0.31381,0.18195,0.03852,-0.014,-0.09382,-0.0127,-0.05939,0.04009,-0.37483,0.00913,-0.143,-0.29154,0.00049,0.185,0.185,0.0,0.0,0.0,0.00751,-0.00256,0.00061,0.01625,0.12181,0.16871
47,-0.0568,0,-0.23011,0.03555,0.04937,-0.01576,0.01855,0.04882,-0.0295,-0.23021,0.05462,-0.19417,0.01877,0.0221,0.01339,0.00095,-0.00292,-6e-05,0.02328,0.26275,-0.0065,0.00757,0.00564,-0.00246,-0.00436,-0.00255,0.04146,0.1305,0.01109,-0.05022,-0.00361,-0.06858,-0.20394,-0.08156,0.06455,0.02037,-0.009,0.00151,-0.00171,-0.01388,0.0759,0.14848,0.20523,0.05915,0.01219,0.06484,-0.11944,-0.0138,0.04307,0.02876,0.03129,0.00842,0.05845,0.00331,0.00852,0.01626,0.00389,0.00324,0.00325,0.15541,0.01932,-0.07129,-0.03346,0.13884,-0.54563,0.13655,-0.03377,0.08476,0.05215,0.00088,0.172,0.04238,-0.00076,0.00305,0.00551,-0.01986,-0.03557,-0.0272,-0.1209,-0.062,-0.00852,0.0006,0.01716,0.05229,-0.01375,-0.1122,-0.372,0.01193,0.04876,-0.01562,-0.01974,-0.00056,-0.00263,0.04937,-0.01576,-0.02041,-0.02826,0.0189,-0.00189,-0.00852,0.05229,0.01723,0.01329,0.00331,0.00325,0.02254,0.00195,0.03169,0.00983,-0.01975,-0.06756,0.06749,-0.1785,-0.22573,0.14599,0.03816,-0.01056,0.03361,0.15708,0.07138,0.29808,0.04234,-0.00218,-0.11784,-0.11662,0.04619,-0.0133,-0.03042,-0.05158,-0.32248,-0.11631,-0.03799,-0.34932,-0.35165,0.00178,0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,-0.17601,-0.11658,0.02876,0.05841,-0.01269,0.02201,0.08206,-0.01227,0.13743,0.04724,-0.00708,0.14889,-0.08668,0.02656,0.0486,-0.06773,0.14487,-0.12649,0.04752,0.00329,-0.01585,0.04786,0.00375,0.00394,0.00406,-0.17957,-0.18127,0.08213,-0.00379,-0.00766,-0.144,0.06014,0.01474,-0.12307,0.00804,-0.0029,-0.09548,0.04045,-0.05384,0.01452,0.00912,0.00347,0.00932,0.16229,-0.03658,0.06995,0.00282,0.0051,-0.00277,0.49219,0.17455,-0.23011,-0.01573,0.12233,0.00621,0.08213,-0.00126,-0.27207,0.01312,-0.21504,-0.29154,-0.01417,0.185,0.185,0.0,0.0,0.0,-0.11555,-0.02041,0.00178,0.00308,0.05085,0.12894
48,0.116,1,0.04179,-0.01799,-0.01888,-0.05162,0.00235,0.06334,-0.01112,0.04178,-0.02667,0.04039,-0.00186,0.0066,0.00368,0.00061,-0.0017,0.00253,0.01983,0.2459,0.00032,0.00131,0.00153,-0.00099,-0.00193,-0.00171,0.0348,0.11577,0.0014,0.02963,0.00064,0.03399,-0.01821,-0.01366,0.02853,-0.00213,-0.01254,-0.0035,-0.00212,-0.01388,0.03502,0.1944,0.28821,0.06016,0.04374,0.06484,-0.11944,-0.00501,0.06525,0.00911,0.04578,0.01484,0.0584,-0.00356,0.00178,0.0399,0.00385,-0.00356,-0.00342,0.22169,0.01985,-0.03686,-0.0119,0.16238,0.50366,0.21384,0.50516,0.15275,0.12737,0.00088,0.06438,0.01474,-0.0012,-0.00356,0.00029,0.05601,-0.00333,0.0354,0.04894,-0.01298,-0.00239,0.00028,0.01022,0.01121,0.08814,0.01967,-0.07338,-0.07735,-0.01856,-0.05091,-0.00763,-0.00557,0.02961,-0.01888,-0.05162,-0.00785,-0.01584,0.00716,0.02991,-0.00239,0.01121,0.00015,0.01322,-0.00391,-0.00342,-0.03669,0.00375,0.04678,0.01893,-0.03904,-0.0421,0.01549,-0.13105,-0.15324,0.19099,0.04718,-0.01129,0.047,0.24466,0.1624,0.13111,-0.01604,-0.01292,0.02612,0.02586,-0.17253,0.00874,-0.37553,0.06013,0.10467,0.0257,0.04642,-0.03802,-0.0381,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,-0.17601,0.02588,0.00911,-0.04779,0.01219,-0.01952,0.08796,-0.03344,0.16202,0.404,0.03414,0.1176,-0.01459,0.30146,0.1306,-0.06773,-0.019,-0.06203,0.02747,0.00753,0.00218,0.05556,0.04735,0.05973,0.06184,-0.17957,-0.18127,-0.1315,0.00205,0.04689,0.09562,0.01032,-0.00461,0.07889,-0.00736,0.02232,0.1062,0.00983,0.00139,-0.09172,-0.01291,0.00719,-0.01335,0.02851,-0.00062,-0.12288,0.00873,-0.00218,-0.00818,0.29554,0.06736,0.04179,-0.0514,-0.15316,-0.00123,-0.1315,0.04727,-0.32299,0.02592,-0.18863,-0.29154,0.0033,0.185,0.185,0.0,0.0,0.0,-0.04209,-0.00785,0.00208,0.01041,-8e-05,0.03388
49,0.1103,1,-0.09812,0.00703,0.00408,0.02704,0.02153,0.03521,-0.01555,-0.09822,0.05821,-0.09619,0.00335,0.00336,0.00483,0.00086,-0.00353,-0.00055,0.0191,0.25793,-0.00161,0.00238,0.00216,-0.00132,-0.00258,-0.00192,0.03608,0.11977,0.00237,-0.01332,-0.00041,-0.00776,-0.02832,-0.01284,0.07038,0.00479,-0.00958,-0.00317,-0.00208,-0.01388,0.08886,0.27166,0.48075,0.08423,0.06079,0.06484,-0.11944,-0.00675,0.13797,0.06091,0.06331,0.01522,0.0584,-0.0041,-0.00245,0.02235,0.0025,-0.00409,-0.00394,0.2468,-0.02939,-0.06503,-0.05626,0.2148,0.24134,0.05926,0.1818,0.22073,0.20259,0.00088,0.05154,0.03816,-0.0015,-0.00512,3e-05,0.0264,0.0091,0.02094,-0.05948,-0.02124,-0.00371,0.00034,0.01061,0.01002,-0.00422,-0.02225,-0.10171,7e-05,0.0041,0.02659,-0.00596,-0.0046,0.02618,0.00408,0.02704,-0.00612,-0.00832,0.00588,0.02654,-0.00371,0.01002,0.00851,0.01916,-0.00481,-0.00394,-0.11602,0.0088,0.09695,0.04474,-0.1053,-0.30563,-0.34582,-0.12847,-0.13473,0.26666,0.08236,-0.012,0.04696,0.19685,0.19085,0.20748,0.00658,-0.04296,-0.04964,-0.04914,0.20033,-0.0133,0.49886,-0.05158,0.02688,-0.04895,0.02616,-0.16305,-0.164,0.00178,0.00178,0.09875,0.0,-0.13478,0.06013,0.06045,-0.03157,-0.17601,-0.04907,0.06091,0.00531,-0.01269,0.01163,0.00014,-0.01459,0.04384,0.22793,0.07945,0.05475,-0.01939,0.14998,0.48313,0.03766,0.07813,-0.01099,0.04752,0.00541,0.00233,0.06909,0.00125,0.01429,0.00073,-0.17957,-0.18127,-0.04705,-0.00154,0.02165,-0.06905,0.09129,0.02088,-0.03971,0.00034,0.01693,0.0034,0.02869,-0.02433,0.01581,-0.00464,0.01578,-0.00703,0.05498,-0.00531,0.1682,-0.00603,0.02478,0.00706,0.05204,-0.02165,-0.09812,0.02692,-0.07655,-0.02068,-0.04705,0.05302,-0.29184,0.02609,-0.17862,-0.29154,-0.00083,0.185,0.185,0.0,0.0,0.0,-0.04548,-0.00612,0.00318,0.01085,0.10623,0.03489
50,0.1245,1,-0.20947,0.0596,0.17886,-0.13119,0.03497,0.15398,-0.18341,-0.20958,0.0225,-0.148,0.04521,0.07032,0.0386,0.00413,-0.01968,-0.04115,0.03707,0.48788,-0.0141,0.02054,0.0171,-0.00958,-0.01826,-0.0084,0.09067,0.25769,0.02986,-0.058,-0.00637,-0.09483,-0.30605,-0.11126,0.43731,0.15249,0.03959,-0.01519,-0.00345,0.02694,0.43418,0.13684,0.05415,0.14237,-0.1301,-0.22988,-0.11944,-0.05337,0.02275,0.30749,0.02832,-0.0304,0.05875,-0.01951,-0.01247,0.10213,0.00668,-0.01935,-0.0189,0.12266,-0.22872,-0.15453,-0.22069,0.196,0.67854,0.13655,0.46923,-0.34583,0.27781,-0.0139,0.59626,0.35465,-0.00734,-0.01294,-0.01097,0.07726,0.09561,0.08878,-0.16456,-0.17003,-0.04013,0.00265,0.03859,0.07589,0.15621,-0.07829,-0.372,-0.12486,0.1765,-0.12934,-0.04777,-0.07087,-0.03929,0.17886,-0.13119,-0.04947,-0.0629,0.04248,-0.03817,-0.04013,0.07589,0.06139,0.0799,-0.01435,-0.0189,0.04692,-2e-05,0.01843,0.00058,0.02167,0.59258,-0.01105,0.04313,0.01271,0.13461,0.05128,-0.01351,-0.01975,-0.04718,0.08172,0.17284,0.02549,0.06239,-0.1146,-0.11316,-0.17253,-0.00456,-0.37553,-0.02362,-0.38635,-0.11288,-0.01848,-0.16815,-0.16878,0.00178,0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,-0.17601,-0.11312,0.30749,0.1646,-0.01269,0.04277,-0.2063,-0.11965,0.35413,1.43102,0.10536,-0.02371,0.07371,0.10183,0.34787,-0.04094,0.00694,0.0432,0.10768,-0.0211,-0.12245,0.20204,0.04921,0.03324,0.06425,-0.17957,-0.18127,0.34979,0.00983,0.06599,0.56664,0.01004,-0.01886,0.05244,-0.0044,0.01623,0.10518,0.04382,-0.03559,-0.03952,-0.00642,0.0094,-0.01535,0.13004,-0.01842,0.05314,0.00304,0.0123,-0.00342,0.44783,0.09561,-0.20947,-0.13048,0.51074,0.03573,0.34979,-0.04871,0.09496,0.05213,-0.11139,-0.29154,-0.02289,0.185,0.185,0.0,0.0,0.0,-0.16285,-0.04947,0.0053,-0.03903,-0.12876,-0.04691
