trade_id,pnl_pct,won,ret_1,ret_2,ret_3,ret_5,ret_8,ret_13,ret_21,log_ret_1,ret_z_5,ret_z_20,dist_sma5,dist_sma8,dist_sma10,dist_sma20,dist_sma34,dist_sma50,dist_sma100,dist_sma200,dist_ema5,dist_ema9,dist_ema12,dist_ema21,dist_ema26,dist_ema50,dist_ema100,dist_ema200,dist_wma10,dist_hma9,dist_dema9,dist_tema9,z_ema9,z_ema12,z_ema21,z_ema26,z_ema50,ema_spread_9_21,ema_spread_21_50,price_ma_cross_9_21,bb_pct,bb_width,bb_width_z,bb_up_dist,bb_low_dist,in_upper_band,in_lower_band,kc_pos,kc_width,dc_pos20,dc_width20,dc_pos50,dc_width50,macd,macd_signal,macd_hist,macd_hist_z,macd_ratio,ppo,adx14,pdi14,mdi14,di_diff,adx_sma5,aroon_up14,aroon_dn14,aroon_osc14,aroon_up25,aroon_dn25,aroon_osc25,cci14,cci20,dpo20,trix9,tsi,vi_plus,vi_minus,vi_diff,rsi_2,rsi_7,rsi_14,rsi_21,rsi_14_z,stoch_k,stoch_d,stoch_j,stoch_rsi,stoch_rsi_k,momentum_3,momentum_5,momentum_10,momentum_20,momentum_50,roc_3,roc_5,roc_10,roc_12,roc_24,roc_50,cmo14,williams_r,elder_bull,elder_bear,awesome,ppo_mom,atr_7,atr_14,atr_21,atr14_pct,atr14_sma,std_5,realized_vol_5,std_10,realized_vol_10,std_20,realized_vol_20,std_50,realized_vol_50,parkinson_10,parkinson_20,garman_klass_10,vol_ratio_20,vol_z_20,body,body_pct,upper_wick,lower_wick,up_wick_pct,low_wick_pct,body_ratio,body_pos,range_pct,gap,gap_pct,bull,bear,doji,hammer,shooting_star,marubozu,engulf_bull,engulf_bear,harami,close_vs_open_pos,hl_position_20,up_streak,dn_streak,streak_diff,skew_10,kurt_10,skew_20,kurt_20,skew_50,kurt_50,autocorr_1_10,autocorr_5_20,entropy_10,entropy_20,entropy_30,hurst_20,pct_rank_20,pct_rank_50,q25_dist,q75_dist,fisher,fisher_sig,inv_fisher,hour_sin,hour_cos,lag_ret1_1,lag_rsi14_1,lag_macdhist_1,lag_bbpct_1,lag_atrpct_1,lag_volz_1,lag_ret1_2,lag_rsi14_2,lag_macdhist_2,lag_bbpct_2,lag_atrpct_2,lag_volz_2,lag_ret1_3,lag_rsi14_3,lag_macdhist_3,lag_bbpct_3,lag_atrpct_3,lag_volz_3,lag_ret1_4,lag_rsi14_4,lag_macdhist_4,lag_bbpct_4,lag_atrpct_4,lag_volz_4,ret_ma5,ret_ma10,prev_bar_body,prev_bar_range,prev_bar_close_pos,er_10,er_20,mfi_proxy_14,cmf_proxy_14,macd_cross,macd_hist_slope,dow_sin,dow_cos,session_asia,session_london,session_ny,rsi_7_z,ret_10,dist_high_20,dist_low_20,hl_ratio_5,avg_body_ratio_10
21,-0.0583,0,-0.2786,0.05689,0.12512,-0.10052,0.03346,0.08831,-0.09805,-0.27868,0.04564,-0.21161,0.0367,0.05411,0.0298,0.00233,-0.00698,-0.00121,-0.02174,-0.32367,-0.01199,0.01527,0.01173,-0.00506,-0.00794,-4e-05,-0.03405,-0.13922,0.02406,-0.06483,-0.0065,-0.10893,-0.35392,-0.11078,0.28811,0.10487,-0.00011,0.00238,0.00735,-0.01388,0.29395,0.20498,0.35395,0.1092,-0.0276,-0.22988,-0.11944,-0.02876,0.00739,0.29065,0.05833,0.00722,-0.00183,0.01346,0.03993,0.09377,0.00418,0.01338,0.01319,0.06732,-0.15345,-0.06217,-0.12242,0.03338,0.67854,-0.09533,0.14587,0.22073,-0.17351,0.00879,0.39433,0.11956,-0.00286,0.00386,0.01376,0.04148,0.07848,0.05849,-0.15002,-0.12049,-0.01619,0.0003,0.04174,0.07286,0.04856,-0.12383,-0.372,-0.05755,0.12299,-0.09874,-0.02164,-0.03244,0.0443,0.12512,-0.10052,-0.02242,-0.03362,0.02334,0.04462,-0.01619,0.07286,0.03764,0.0307,0.00424,0.01319,0.03749,0.00013,0.00974,-0.00039,0.00172,0.23329,0.07604,-0.0863,-0.08588,0.2021,0.02877,0.0059,-0.02297,0.14929,0.17858,0.27024,0.04871,0.01538,-0.16926,-0.16795,-0.11914,-0.0133,-0.30526,-0.05158,-0.50389,-0.16745,-0.07765,0.15336,0.15503,0.00178,0.00178,0.09875,0.0,-0.13478,-0.69149,-0.00984,-0.03157,-0.17601,-0.16799,0.29065,0.05841,-0.01269,0.02201,-0.26604,-0.26541,0.04757,-0.14027,0.03879,0.14717,-0.04512,0.20128,0.1306,0.01773,0.00694,0.0029,0.10768,-0.00732,-0.06226,0.11788,-0.02434,-0.0553,-0.03294,0.10307,0.15106,0.23917,-0.00175,0.05703,0.0327,0.04736,0.01998,-0.07267,0.0117,0.01968,-0.11024,0.03338,-0.0763,-0.0107,0.0257,0.01643,0.01643,0.10091,-0.0388,-0.1019,0.01773,0.02132,-0.01294,0.3006,0.19431,-0.2786,-0.10003,0.34495,0.0065,0.23917,-0.00107,-0.33242,-0.00902,-0.75214,-0.29154,-0.02308,-0.04061,-0.04061,0.0,0.0,0.0,-0.18523,-0.02242,0.00515,-0.01505,-0.05212,0.05249
22,-0.0514,0,0.06211,-0.01714,-0.02892,-0.08237,0.0318,0.0633,-0.04319,0.06212,-0.03388,0.0591,-0.00251,0.01793,0.01398,0.00152,-0.00624,0.00209,-0.02283,-0.35138,-0.0007,0.00433,0.00444,-0.00251,-0.00393,0.00087,-0.03933,-0.15357,0.00561,0.0485,0.00064,0.05456,-0.08963,-0.04316,0.14547,0.05309,-0.0033,-0.00646,0.00549,-0.01388,0.15698,0.17819,0.27975,0.0813,-0.00201,0.06484,-0.11944,-0.01432,0.09702,0.14011,0.04759,0.01337,-0.00194,-0.00042,0.02175,0.11764,0.00395,-0.0004,-0.00033,0.06376,-0.10255,-0.08703,-0.10991,0.06039,0.50366,-0.01803,0.1818,-0.30051,-0.09829,-0.00493,0.17266,0.0783,-0.00282,-0.00833,0.00306,0.06858,0.05119,0.06538,0.04527,-0.05044,-0.00701,-0.00012,0.02021,0.03304,0.13708,-0.00093,-0.16549,-0.10153,-0.02837,-0.08093,-0.01778,-0.01443,0.07626,-0.02892,-0.08237,-0.01842,-0.02364,0.02713,0.07615,-0.00701,0.03304,0.02021,0.04824,-0.01226,-0.00033,-0.1018,0.00681,0.07052,0.03368,-0.08522,-0.00243,0.18732,0.04863,-0.0552,0.17595,0.02922,0.0035,0.04244,0.05532,0.13583,0.56987,-0.00922,-0.06362,0.05009,0.04975,-0.17253,-0.01012,-0.37553,-0.03066,-0.42764,0.04968,0.07186,-0.29829,-0.30081,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,-0.17601,0.04974,0.14011,-0.04779,0.01219,-0.01952,-0.04388,0.08547,0.08123,-0.11761,0.08031,0.08196,0.07888,0.45347,0.18386,-0.04094,0.07813,-0.00749,0.0776,-0.00414,-0.03682,0.07502,0.0723,0.06917,0.09331,-0.03327,-0.09675,-0.09846,0.00416,0.13149,0.2872,0.02791,0.00845,0.04567,-0.00938,0.06324,0.1836,0.0012,0.01275,-0.1109,-0.02327,0.03535,-0.04703,-0.0012,0.00705,-0.33686,0.00356,0.02979,0.00306,0.2331,0.0915,0.06211,-0.082,-0.07511,-0.01903,-0.09846,0.01614,-0.42071,0.00283,-0.73222,-0.29154,0.00581,-0.04061,-0.04061,0.0,0.0,0.0,-0.07378,-0.01842,0.00353,-0.00471,-0.0542,-0.02316
23,0.1092,1,0.0166,0.01021,0.03905,0.00268,0.04176,0.09771,-0.08621,0.01656,-0.00811,0.03195,0.00595,0.0116,0.01313,0.00205,-0.01051,-0.01061,-0.01677,-0.29222,-0.00243,0.00597,0.00593,-0.00378,-0.00678,-0.0008,-0.02349,-0.1155,0.00584,0.00067,0.00011,0.02624,-0.08823,-0.04552,0.20013,0.07514,0.00524,-0.01107,0.00388,0.02694,0.20349,0.14457,0.20594,0.08803,-0.0371,-0.22988,-0.11944,-0.02188,0.11681,0.22438,0.04763,0.00644,0.00372,-0.00943,0.00513,0.10789,0.00285,-0.00937,-0.0091,0.10824,-0.04928,-0.11231,-0.09636,0.08305,0.24134,0.05926,0.1818,-0.23252,-0.02307,-0.00493,0.19358,0.12754,-0.00461,-0.01548,-0.00425,0.09427,0.06478,0.08764,-0.04419,-0.08091,-0.01485,0.00041,0.01977,0.05461,0.14485,-0.04077,-0.29196,-0.10711,0.0385,0.00253,-0.02938,-0.02885,0.0885,0.03905,0.00268,-0.0305,-0.04289,0.02322,0.08811,-0.01485,0.05461,0.01812,0.04479,-0.01597,-0.0091,-0.10325,0.00779,0.08443,0.03886,-0.09249,-0.31461,-0.34072,0.01277,-0.08723,0.14311,0.05951,-0.00159,0.04901,-0.02242,0.1272,0.26207,-0.01913,-0.0567,-0.01128,-0.01118,-0.0115,0.00254,0.19055,0.05032,0.42082,-0.01105,0.06993,0.44424,0.4482,0.00178,0.00178,-0.60661,0.0,0.53912,0.06013,-0.00984,-0.03157,0.4526,-0.01112,0.22438,-0.04779,-0.00025,-0.00914,0.18017,0.00543,0.02389,-0.39985,0.1041,0.04185,0.0615,0.0634,0.0486,-0.1264,-0.03216,0.04908,0.0776,-0.0105,-0.06158,0.08692,0.06995,0.08906,0.09044,-0.03327,-0.09675,0.12316,0.00572,0.11836,0.3162,0.04122,0.00981,0.03171,-0.00478,0.05805,0.10853,0.0409,-0.07103,0.02385,-0.01087,0.04402,-0.02587,0.09789,-0.02744,0.12318,-0.01137,0.06659,0.01925,0.13802,0.03847,0.0166,0.00265,0.1547,0.01638,0.12316,-0.02159,-0.35704,0.09584,-0.69628,-0.29154,0.00403,-0.04061,-0.04061,0.0,0.0,0.0,-0.07858,-0.0305,0.00442,-0.01478,0.12397,0.0394
24,-0.0576,0,0.04412,0.01677,0.0715,-0.06646,0.0177,0.16381,-0.14374,0.04411,-0.04341,0.06808,0.01242,0.0287,0.01663,0.00304,-0.01652,-0.02865,-0.00741,-0.19187,-0.00446,0.00953,0.0092,-0.00612,-0.01169,-0.00341,0.00117,-0.05393,0.01099,0.00206,-0.0005,0.01691,-0.19586,-0.06103,0.2502,0.10284,0.02138,-0.01824,0.00186,0.02694,0.24927,0.056,0.06044,0.09496,-0.1121,-0.22988,-0.11944,-0.03502,0.08285,0.19644,0.00782,-0.01106,0.02373,-0.0215,-0.01233,0.11997,0.0032,-0.02134,-0.02085,-0.01127,-0.21338,-0.17247,-0.22338,0.06739,0.67854,0.13655,0.46923,-0.34583,0.05215,-0.00915,0.23072,0.18755,-0.00713,-0.02262,-0.01395,0.14522,0.1102,0.13916,-0.06275,-0.12134,-0.02794,0.00136,0.02141,0.04746,0.17229,-0.01315,-0.30464,-0.13496,0.07045,-0.06543,-0.03467,-0.0465,0.00072,0.0715,-0.06646,-0.03597,-0.06106,0.04358,0.00154,-0.02794,0.04746,0.06017,0.08189,-0.02365,-0.02085,-0.03422,0.00477,0.06166,0.02371,-0.04179,-0.05088,-0.23081,-0.11641,-0.11685,0.05659,0.06327,-0.00552,0.06638,-0.07413,0.13216,0.21007,-0.00594,-0.00778,0.05441,0.05394,0.25544,-0.0133,0.43262,-0.05158,-0.01685,0.05379,-0.006,-0.61214,-0.61652,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,-0.17601,0.05392,0.19644,-0.04779,-0.00025,-0.00914,-0.11178,-0.02316,0.03212,-0.3292,0.12515,-0.03657,0.04783,-0.16251,0.1306,-0.07746,-0.0774,0.15967,0.09765,-0.01686,-0.11024,0.1245,0.0999,0.11878,0.12553,-0.03327,-0.09675,0.22269,0.01109,0.12732,0.42045,0.05679,0.0095,0.07186,-0.01011,0.05636,0.14756,0.04681,-0.06681,0.00585,-0.02146,0.04048,-0.03305,0.11295,-0.02442,-0.1788,-0.0153,0.0601,0.0211,0.20307,0.04469,0.04412,-0.06615,0.31366,0.01274,0.22269,-0.03598,-0.1484,0.11725,-0.60376,-0.29154,0.00199,-0.04061,-0.04061,0.0,0.0,0.0,-0.08649,-0.03597,0.00357,-0.03456,-0.09949,-0.01482
25,-0.0552,0,-0.03239,0.01754,-0.007,-0.02655,0.02439,0.12703,-0.135,-0.03246,0.00046,0.00525,0.00219,0.01209,0.0107,0.00236,-0.01465,-0.02884,-0.00652,-0.18939,-0.00247,0.00575,0.00608,-0.00474,-0.00947,-0.00306,0.00113,-0.0533,0.00535,-0.00157,0.0005,0.01273,-0.1042,-0.04821,0.18695,0.07854,0.02254,-0.01797,0.00057,0.02694,0.18304,0.03919,0.01004,0.0729,-0.08878,-0.22988,-0.11944,-0.02626,0.06157,0.17515,0.00779,-0.00848,0.0237,-0.02452,-0.02536,0.07757,0.00015,-0.02434,-0.02378,0.06317,-0.08427,-0.08707,-0.09992,0.03402,0.41622,0.21384,0.46923,-0.27784,0.12737,-0.00915,0.12148,0.13478,-0.00653,-0.02436,-0.01642,0.12369,0.08316,0.11426,-0.0564,-0.07849,-0.02213,0.00116,0.01493,0.03871,0.09468,-0.03274,-0.15493,-0.06055,-0.00681,-0.02622,-0.01788,-0.06191,0.01213,-0.007,-0.02655,-0.01851,-0.02424,0.04621,0.01282,-0.02213,0.03871,0.01789,0.03019,-0.02501,-0.02378,-0.02557,0.00332,0.047,0.01623,-0.01847,-0.18486,0.03238,-0.10926,-0.2026,0.04007,0.05996,-0.00896,0.03922,0.05407,0.10519,-0.06458,-0.02887,0.02506,-0.01236,-0.01224,-0.05284,0.02103,-0.10912,0.08825,0.44535,-0.0122,0.01887,-0.14009,-0.14105,0.00178,0.00178,-0.60661,0.0,0.53912,0.06013,-0.00984,-0.03157,0.4526,-0.01218,0.17515,0.05841,-0.01269,0.02201,0.01843,0.03997,-0.09266,-0.3815,0.16152,-0.20453,0.01836,-0.22901,-0.25067,-0.04094,0.05439,-0.02005,0.08763,-0.01898,-0.09367,0.09899,0.04105,0.08615,0.05364,-0.03327,-0.09675,0.13822,0.00686,0.08922,0.24793,0.02225,-0.01526,-0.14528,-0.0062,0.04948,0.08594,0.00507,0.04728,0.01673,-0.03913,0.04487,-0.04013,0.06888,-0.00306,-0.31441,-0.02887,0.06453,0.02773,0.27916,0.04328,-0.03239,-0.02646,0.15434,-0.00586,0.13822,0.01066,0.01395,0.10585,-0.51903,-0.29154,0.00529,-0.04061,-0.04061,0.0,0.0,0.0,-0.04496,-0.01851,0.00323,-0.03081,0.02686,0.04265
26,-0.0538,0,-0.15304,0.01287,0.00434,-0.03531,0.01215,0.0732,-0.15662,-0.15315,0.04146,-0.09825,0.00756,0.00871,0.00705,0.00187,-0.01378,-0.03112,-0.00425,-0.17067,-0.00336,0.00542,0.0054,-0.00429,-0.00881,-0.00317,0.00464,-0.04391,0.00525,-0.02191,-0.00037,-0.02332,-0.06997,-0.03995,0.15906,0.06828,0.02622,-0.01577,-0.00032,0.02694,0.15697,0.08557,0.07003,0.0701,-0.05083,0.06484,-0.11944,-0.02408,0.10006,0.17314,0.00779,-0.00823,0.02369,-0.0241,-0.03242,0.03695,-0.00359,-0.02393,-0.02338,0.1107,-0.04807,-0.09861,-0.08723,0.07566,0.1539,0.11078,0.21773,-0.20986,0.20259,-0.00915,0.10917,0.10379,-0.00639,-0.02162,-0.01626,0.03654,0.02174,0.03263,-0.08373,-0.06631,-0.02033,0.00115,0.01185,0.02437,0.02785,-0.03586,-0.00179,0.06626,0.00435,-0.03483,-0.01396,-0.06879,0.00634,0.00434,-0.03531,-0.01443,-0.03351,0.04569,0.0071,-0.02033,0.02437,0.01173,0.01805,-0.02103,-0.02338,-0.0731,0.00607,0.07328,0.03032,-0.05611,-0.26072,-0.18139,-0.17628,-0.13662,0.08524,0.05015,-0.01187,0.05496,0.17635,0.12345,0.23532,0.00733,-0.0166,-0.10441,-0.10352,-0.12517,-0.01107,-0.27902,-0.04328,-0.43793,-0.10307,0.006,0.32432,0.32726,0.00178,0.00178,0.09875,0.0,-0.13478,0.06013,0.06045,-0.03157,-0.17601,-0.10347,0.17314,0.00531,-0.01269,0.01163,-0.01243,0.04321,-0.23074,0.09697,0.20922,-0.47078,-0.15549,-0.14821,-0.16866,0.01773,-0.09277,-0.12069,0.0776,-0.0211,-0.03505,0.08839,0.01266,0.03271,0.01596,-0.03327,-0.09675,-0.05409,0.00309,0.03965,0.10353,0.06362,0.01042,-0.08114,-0.00659,0.03086,0.07425,0.01876,0.01996,-0.01353,-0.03128,0.02946,-0.0299,0.04713,0.01128,-0.19932,-0.01817,0.0457,0.01675,0.11036,-0.07063,-0.15304,-0.03517,-0.10389,-0.01529,-0.05409,0.02747,0.0558,0.02809,-0.47122,-0.29154,0.00086,-0.04061,-0.04061,0.0,0.0,0.0,-0.02971,-0.01443,0.0032,-0.03046,0.12881,-0.01531
27,0.1435,1,0.11169,0.00255,0.03573,-0.04771,0.0232,0.0812,-0.1751,0.11177,-0.05024,0.13616,0.00676,0.01576,0.01034,0.0018,-0.01549,-0.04027,0.00144,-0.11306,-0.00162,0.0051,0.00557,-0.00476,-0.01004,-0.0042,0.01665,-0.01188,0.006,0.01709,0.00074,0.02075,-0.12028,-0.04379,0.17461,0.06911,0.04246,-0.01966,-0.00177,0.02694,0.1892,0.17018,0.19778,0.0871,-0.01712,-0.22988,-0.11944,-0.02537,0.00778,0.18374,0.00939,-0.01447,0.02377,-0.03048,-0.04036,0.05013,-0.00256,-0.03025,-0.02958,0.06778,-0.10617,-0.13193,-0.13963,0.08694,0.67854,0.18807,0.54109,-0.34583,0.27781,-0.0139,0.12387,0.09368,-0.00702,-0.02287,-0.02108,0.08699,0.05635,0.07951,0.00769,-0.06598,-0.02311,0.00147,0.01034,0.03383,0.13661,-0.00275,-0.03408,-0.07538,0.03527,-0.04703,-0.00532,-0.0784,0.01912,0.03573,-0.04771,-0.00546,-0.03258,0.05897,0.01967,-0.02311,0.03383,0.04747,0.04825,-0.02441,-0.02958,0.0551,-0.00087,0.01036,-0.00506,0.03923,0.03425,-0.07633,-0.126,-0.13151,0.16775,0.03884,-0.01703,0.04735,0.15216,0.05465,-0.33147,0.01891,0.08975,0.05381,0.05333,0.34586,-0.00016,0.34989,-0.01793,0.1258,0.0531,-0.06333,0.24011,0.24189,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,0.2315,-0.17601,0.05331,0.18374,-0.04779,-0.00025,-0.00914,-0.03785,-0.01166,-0.06989,0.20271,0.1591,-0.54385,-0.02211,-0.05606,0.0486,0.09633,-0.08391,-0.01147,0.08763,-0.02535,-0.03877,0.09291,0.0416,0.02622,0.05435,-0.03327,-0.09675,0.16037,0.01149,0.0604,0.36248,0.02803,-0.01632,0.07798,-0.01256,0.02323,0.12477,0.02688,-0.00566,-0.06124,-0.02886,0.01471,-0.02587,0.0881,-0.00691,0.06273,-0.00864,0.0212,0.00757,0.31256,0.04751,0.11169,-0.04751,0.14499,0.01079,0.16037,0.0546,0.10006,0.04245,-0.41207,-0.29154,0.00501,-0.04061,-0.04061,0.0,0.0,0.0,-0.01773,-0.00546,0.00339,-0.03143,-0.01754,0.03117
28,0.1464,1,-0.05406,0.03044,0.17413,-0.12023,0.06205,0.14825,-0.20591,-0.05415,-0.0157,-0.00404,0.03023,0.06406,0.04002,0.0046,-0.02908,-0.07765,0.02204,0.11717,-0.01055,0.01877,0.01709,-0.01142,-0.02297,-0.01008,0.07013,0.125,0.02578,-0.00852,-0.00315,-0.02691,-0.2279,-0.09092,0.34836,0.12125,0.09402,-0.03164,-0.00425,0.02694,0.34489,0.00821,-0.05389,0.12628,-0.19684,-0.22988,-0.11944,-0.05719,-0.11915,0.30749,0.00039,-0.06751,0.05193,-0.04719,-0.05493,0.11719,0.003,-0.04674,-0.04581,-0.06683,-0.13212,-0.19024,-0.18985,0.02218,0.67854,0.21384,0.57702,-0.34583,0.35303,-0.01548,0.37025,0.22755,-0.01184,-0.03183,-0.03086,0.11063,0.11022,0.11648,-0.14876,-0.17018,-0.04946,0.00334,0.02078,0.07589,0.19907,-0.05772,-0.372,-0.1437,0.17165,-0.11845,-0.04524,-0.07987,-0.12557,0.17413,-0.12023,-0.04688,-0.06117,0.09287,-0.1237,-0.04946,0.07589,0.06326,0.07909,-0.03777,-0.04581,0.15411,-0.00927,-0.07786,-0.04701,0.15135,0.43849,0.1723,0.1966,-0.01164,0.00925,0.03296,-0.01644,0.13307,-0.09638,-0.04205,-0.58611,-0.02705,0.10175,-0.02506,-0.02478,-0.17253,0.03894,-0.37553,0.10475,0.36628,-0.02475,-0.03085,-0.14009,-0.14062,0.00178,0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,0.4526,-0.02471,0.30749,0.11151,-0.01269,0.03239,-0.08925,0.03025,0.23782,0.41799,0.13846,-0.31804,0.09927,-0.07764,-0.25067,0.09633,0.10085,-0.01245,0.10768,-0.03277,-0.15782,0.21329,0.07996,0.0868,0.10256,-0.03327,-0.09675,0.24246,0.01595,0.10517,0.54197,-0.09289,-0.05439,0.24989,-0.01852,0.03779,0.23318,-0.04515,0.15268,0.04345,-0.0326,0.01949,-0.03085,-0.01477,0.03952,-0.22949,-0.02987,0.03145,0.02404,0.13859,-0.07547,-0.05406,-0.11961,0.3863,0.00915,0.24246,-0.04508,0.10926,0.08595,-0.29158,-0.29154,-0.00919,-0.04061,-0.04061,0.0,0.0,0.0,-0.08586,-0.04688,0.0053,-0.0597,-0.10148,0.00644
29,-0.0657,0,-0.05898,0.01983,0.01395,-0.06419,0.04983,0.18072,-0.23293,-0.05906,-0.00224,-0.00186,0.00864,0.03371,0.02584,0.00395,-0.02731,-0.07752,0.02497,0.14601,-0.0056,0.01247,0.01253,-0.00965,-0.0202,-0.00971,0.07244,0.13638,0.01362,0.01131,-1e-05,0.02207,-0.15495,-0.06119,0.2602,0.10349,0.08211,-0.03475,-0.00609,0.02694,0.25967,-0.05568,-0.15317,0.09451,-0.1918,-0.22988,-0.11944,-0.04833,-0.10577,0.26892,-0.01385,-0.06135,0.04086,-0.05443,-0.07035,0.09847,0.00093,-0.0539,-0.05283,-0.16346,-0.06691,-0.16845,-0.14069,-0.09538,0.50366,0.08502,0.32552,-0.30051,0.40318,-0.01548,0.27041,0.16761,-0.01144,-0.03889,-0.03557,0.11374,0.09295,0.11164,-0.10455,-0.14134,-0.04521,0.0032,0.01574,0.06376,0.15167,-0.05597,-0.29237,-0.09085,0.01384,-0.06337,-0.05457,-0.09236,-0.1523,0.01395,-0.06419,-0.0566,-0.06701,0.07039,-0.15032,-0.04521,0.06376,0.04761,0.06193,-0.04449,-0.05283,0.0832,-0.00727,-0.0706,-0.03674,0.11731,-0.29536,-0.09926,0.16011,-0.03114,-0.0535,0.03299,-0.0126,0.14659,-0.03917,0.01957,-0.83707,-0.02785,0.05686,-0.04832,-0.04776,-0.06834,0.01701,-0.18907,0.04765,0.15459,-0.04759,-0.01454,0.2937,0.29528,0.00178,0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,-0.17601,-0.04768,0.26892,0.05841,-0.01269,0.02201,0.07839,0.08641,0.1196,-0.31078,0.16422,-0.25983,0.09145,-0.26024,0.18386,0.05137,0.07813,-0.02562,0.10768,-0.03277,-0.15044,0.13424,0.10222,0.1291,0.12809,-0.03327,-0.09675,0.12942,0.01439,0.10735,0.35973,-0.07976,-0.03076,-0.10538,-0.01811,0.0555,0.15322,-0.05279,0.09888,-0.0221,-0.06817,0.04386,-0.0549,-0.13678,0.04476,-0.34136,-0.04114,0.05358,0.03546,-0.45246,-0.25058,-0.05898,-0.0639,0.12521,-0.0132,0.12942,-0.05891,0.20612,0.11934,-0.19716,-0.29154,0.00328,-0.04061,-0.04061,0.0,0.0,0.0,-0.0538,-0.0566,0.00459,-0.06222,0.06103,0.00223
30,0.0,0,0.14174,-0.00194,0.06098,-0.07644,0.04032,0.24891,-0.24675,0.14185,-0.06015,0.15052,0.00668,0.02289,0.02081,0.00409,-0.02895,-0.08489,0.03241,0.23274,-0.00281,0.01024,0.01135,-0.00974,-0.02096,-0.01084,0.08797,0.18221,0.00937,0.0321,0.00198,0.06564,-0.12888,-0.05212,0.22593,0.09172,0.07559,-0.04064,-0.00831,0.02694,0.22283,-0.17411,-0.34083,0.07204,-0.24094,-0.22988,-0.11944,-0.04906,-0.08488,0.20655,-0.03001,-0.05296,0.00735,-0.06501,-0.08694,0.10239,0.00074,-0.06432,-0.06307,-0.24263,-0.1966,-0.16566,-0.20998,-0.18038,0.5911,0.16231,0.46923,-0.32317,0.32796,-0.01443,0.19655,0.15029,-0.01239,-0.04597,-0.04169,0.14968,0.12166,0.14665,0.00779,-0.11555,-0.04391,0.00333,0.01209,0.05005,0.1792,-0.01507,-0.1566,-0.11575,0.06031,-0.07548,-0.04313,-0.09425,-0.21025,0.06098,-0.07644,-0.04465,-0.08284,0.08858,-0.20812,-0.04391,0.05005,0.06164,0.09503,-0.04831,-0.06307,0.03496,-0.00513,-0.05804,-0.02554,0.0849,0.12627,0.02615,0.16078,0.1266,-0.1698,0.00334,-0.0061,0.18106,6e-05,0.0891,-0.72197,0.02415,0.02778,0.07574,0.07477,-0.17253,-0.00916,-0.37553,-0.03274,-0.43983,0.07456,0.03423,0.15336,0.15396,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,0.2315,-0.17601,0.07471,0.20655,-0.04779,-0.00025,-0.00914,0.12096,-0.06766,0.06172,-0.36788,0.16329,-0.20749,0.08497,-0.36745,-0.03341,0.06268,-0.0774,0.00367,0.08763,-0.03065,-0.17139,0.1298,0.10713,0.13586,0.13342,-0.03327,-0.09675,0.15116,0.01933,0.12535,0.40816,-0.07897,-0.0233,0.17853,-0.0252,0.05697,0.18498,-0.04172,0.06226,-0.02404,-0.06245,0.03706,-0.04173,-0.10692,0.02516,-0.18732,-0.03718,0.05466,0.02387,-0.38825,-0.14189,0.14174,-0.07608,0.20792,0.00351,0.15116,-0.02509,0.14511,0.12509,-0.0586,-0.29154,0.01137,-0.04061,-0.04061,0.0,0.0,0.0,-0.01485,-0.04465,0.00324,-0.05887,-0.08303,-0.06681
