symbol,timeframe,strategy_id,strategy_name,status,trades,wins,losses,win_rate_pct,net_profit,total_return_pct,profit_factor,expectancy,max_drawdown_pct,sharpe,sortino,bars,error
VOLATILITY_90,1h,rsi_regular_divergence_v2,RSI Regular Divergence (Confirmed),OK,77,54,23,70.13,2865.13,28.65,4.542828007717045,37.21,2.75,4.99,8.2,288,
VOLATILITY_90,1h,obv_price_divergence,OBV/Price Divergence,OK,55,27,28,49.09,397.61,3.98,1.2653494470095645,7.23,2.89,0.922,1.122,288,
VOLATILITY_90,1h,hidden_macd_divergence_v2,Hidden MACD Divergence (Trend Continuation),OK,13,10,3,76.92,2180.64,21.81,19.524740035836857,167.74,0.82,5.752,9.626,288,
VOLATILITY_90,1h,kst_trend_cross,KST Trend Cross,OK,22,6,16,27.27,241.16,2.41,1.1898174642632589,10.96,3.39,0.543,0.667,288,
VOLATILITY_90,1h,coppock_curve_bottom,Coppock Curve Bottom,OK,14,5,9,35.71,849.72,8.5,1.8927425110644882,60.69,2.88,1.92,2.778,288,
VOLATILITY_90,1h,stc_cycle_turn,Schaff Trend Cycle Turn,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
VOLATILITY_90,1h,tsi_momentum_shift,TSI Momentum Shift,OK,19,10,9,52.63,1518.88,15.19,2.8298741748569625,79.94,2.95,2.794,3.753,288,
VOLATILITY_90,1h,dpo_cycle_reversal,Detrended Price Oscillator Reversal,OK,42,7,35,16.67,-1022.49,-10.22,0.3680019995803875,-24.35,10.22,-3.281,-4.25,288,
VOLATILITY_90,1h,rvi_signal_cross,Relative Vigor Index Cross,OK,19,11,8,57.89,1091.0,10.91,2.7221678096400597,57.42,2.03,2.755,3.585,288,
VOLATILITY_90,1h,ultimate_oscillator_divergence,Ultimate Oscillator Reversal,OK,65,40,25,61.54,1444.66,14.45,2.0113033342840665,22.23,2.97,2.714,3.975,288,
VOLATILITY_90,1h,ichimoku_kumo_breakout,Ichimoku Kumo Breakout,OK,7,5,2,71.43,268.07,2.68,2.803879130470257,38.3,2.29,0.774,0.864,288,
VOLATILITY_90,1h,aroon_new_trend,Aroon New Trend,OK,13,2,11,15.38,-444.6,-4.45,0.5496848624491764,-34.2,6.16,-1.202,-1.258,288,
VOLATILITY_90,1h,psar_flip_trend,Parabolic SAR Flip,OK,24,14,10,58.33,2541.67,25.42,5.555016278887296,105.9,2.18,4.757,6.534,288,
VOLATILITY_90,1h,keltner_channel_breakout,Keltner Channel Breakout,OK,6,4,2,66.67,372.53,3.73,2.818514759971114,62.09,2.45,1.32,1.145,288,
VOLATILITY_90,1h,donchian_channel_breakout,Donchian Channel Breakout,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
VOLATILITY_90,1h,vwap_reversion,VWAP Mean Reversion,OK,22,5,17,22.73,-349.32,-3.49,0.5590139472174136,-15.88,4.01,-1.53,-1.765,288,
VOLATILITY_90,1h,fisher_transform_extreme,Fisher Transform Extreme Reversal,OK,31,5,26,16.13,-1400.03,-14.0,0.19990889695810377,-45.16,14.0,-3.896,-3.672,288,
VOLATILITY_90,1h,trix_zero_cross,TRIX Zero-Line Cross,OK,21,1,20,4.76,-1425.33,-14.25,0.14253953441801287,-67.87,14.25,-4.023,-3.981,288,
VOLATILITY_90,1h,stoch_rsi_double_confirm,Stochastic RSI Double Confirmation,OK,103,68,35,66.02,1872.47,18.72,2.4041410876048097,18.18,2.97,3.384,4.855,288,
VOLATILITY_90,1h,balance_of_power_shift,Balance of Power Shift,OK,42,15,27,35.71,39.35,0.39,1.029943243296201,0.94,4.67,0.129,0.201,288,
VOLATILITY_90,1h,roc_acceleration,Rate-of-Change Acceleration,OK,15,11,4,73.33,1936.51,19.37,12.515603643079896,129.1,1.39,4.227,5.715,288,
VOLATILITY_90,1h,ulcer_index_calm_entry,Ulcer Index Low-Stress Entry,OK,31,6,25,19.35,-1049.6,-10.5,0.5424229398912213,-33.86,10.5,-2.074,-2.362,288,
VOLATILITY_90,1h,entropy_regime_filter,Entropy Regime Filter,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
VOLATILITY_90,1h,hull_ma_momentum,Hull Moving Average Momentum,OK,17,11,6,64.71,2381.07,23.81,9.226325967778623,140.06,1.39,4.639,7.385,288,
VOLATILITY_90,1h,kama_adaptive_trend,KAMA Adaptive Trend,OK,14,7,7,50.0,1190.7,11.91,4.075602365894253,85.05,2.6,2.743,3.579,288,
VOLATILITY_90,1h,hidden_rsi_divergence_v2,Hidden RSI Divergence (Trend Continuation),OK,25,7,18,28.0,-59.83,-0.6,0.8928189154447018,-2.39,2.77,-0.206,-0.136,288,
VOLATILITY_90,1h,macd_divergence_confluence,MACD Divergence Confluence,OK,8,5,3,62.5,1343.32,13.43,11.592104251209994,167.92,0.66,3.797,5.933,288,
VOLATILITY_90,1h,elder_ray_supertrend_combo,Elder Ray + SuperTrend Combo,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
VOLATILITY_90,1h,range_position_breakout,Range Position Breakout,OK,9,5,4,55.56,254.99,2.55,3.395569903568597,28.33,0.53,1.552,1.375,288,
VOLATILITY_90,1h,mean_reversion_zscore,Mean Reversion Z-Score Fade,OK,15,1,14,6.67,-829.45,-8.29,0.11964809027398503,-55.3,8.29,-4.145,-2.995,288,
VOLATILITY_90,4h,rsi_reversal,RSI Mean Reversion,OK,7,4,3,57.14,502.83,5.03,2.616350260595125,71.83,2.17,2.073,2.363,180,
VOLATILITY_90,4h,macd_trend,MACD Trend Following,OK,10,2,8,20.0,-145.91,-1.46,0.7481037627374999,-14.59,3.44,-0.659,-0.751,180,
VOLATILITY_90,4h,bb_squeeze,Bollinger Band Squeeze,OK,13,9,4,69.23,1480.01,14.8,4.382765327380821,113.85,2.54,3.966,7.397,180,
VOLATILITY_90,4h,adx_strength,ADX Strength Entry,OK,8,4,4,50.0,544.09,5.44,2.340583733537222,68.01,2.88,2.208,3.434,180,
VOLATILITY_90,4h,ichimoku_trend,Ichimoku Cloud Trend,OK,18,7,11,38.89,445.69,4.46,1.4036684834022963,24.76,6.31,1.242,2.51,180,
VOLATILITY_90,4h,supertrend_follow,SuperTrend Follow,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
VOLATILITY_90,4h,elder_ray,Elder Ray Power,OK,16,8,8,50.0,907.68,9.08,2.541366383458922,56.73,2.93,2.735,3.854,180,
VOLATILITY_90,4h,choppiness_reversal,Choppiness Reversal,OK,15,10,5,66.67,559.15,5.59,3.647730715807374,37.28,1.2,3.091,4.339,180,
VOLATILITY_90,4h,fisher_zscore,Fisher + Z-Score,OK,19,15,4,78.95,1003.56,10.04,6.7292855837600305,52.82,1.01,4.815,10.415,180,
VOLATILITY_90,4h,confluence_8,8-Indicator Confluence,OK,7,4,3,57.14,614.82,6.15,4.312818079395263,87.83,1.51,2.796,4.674,180,
VOLATILITY_90,4h,volume_breakout,Volume Breakout,OK,5,1,4,20.0,87.71,0.88,1.781170384584693,17.54,1.4,0.684,0.888,180,
VOLATILITY_90,4h,camarilla_breakout,Camarilla R3/S3 Breakout,OK,16,9,7,56.25,343.26,3.43,2.1116558486619237,21.45,1.95,1.644,2.496,180,
VOLATILITY_90,4h,heikin_ashi_trend,Heikin-Ashi Trend Ride,OK,10,8,2,80.0,1161.44,11.61,13.819388320458547,116.14,0.83,5.399,12.845,180,
VOLATILITY_90,4h,woodie_pivot_reversal,Woodie Pivot Reversal,OK,15,3,12,20.0,-488.75,-4.89,0.44346633435495375,-32.58,6.46,-2.162,-2.258,180,
VOLATILITY_90,4h,cci_extreme_reversal,CCI Extreme Reversal,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
VOLATILITY_90,4h,chandelier_trend_exit,Chandelier Trend Exit,OK,73,32,41,43.84,161.5,1.62,1.1755828176825318,2.21,4.05,0.745,1.353,180,
VOLATILITY_90,4h,mfi_volume_reversal,MFI Volume Reversal,OK,9,3,6,33.33,-113.3,-1.13,0.745976623574135,-12.59,2.74,-0.677,-0.768,180,
VOLATILITY_90,4h,liquidity_sweep_reversal,Liquidity Sweep Reversal,OK,3,1,2,33.33,46.02,0.46,1.2284402531330794,15.34,2.05,0.259,0.154,180,
VOLATILITY_90,4h,hurst_trend_persistence,Hurst Trend Persistence,OK,9,3,6,33.33,331.82,3.32,1.584520935985213,36.87,4.08,1.417,2.34,180,
VOLATILITY_90,4h,vortex_trend_cross,Vortex Trend Cross,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
VOLATILITY_90,4h,rsi_regular_divergence_v2,RSI Regular Divergence (Confirmed),OK,42,29,13,69.05,1857.91,18.58,10.348159556634194,44.24,0.63,6.112,13.159,180,
VOLATILITY_90,4h,hidden_macd_divergence_v2,Hidden MACD Divergence (Trend Continuation),OK,8,6,2,75.0,1266.44,12.66,17.046705744563717,158.3,0.76,5.783,11.932,180,
VOLATILITY_90,4h,obv_price_divergence,OBV/Price Divergence,OK,32,16,16,50.0,331.12,3.31,1.445865569251445,10.35,2.89,1.429,1.912,180,
VOLATILITY_90,4h,kst_trend_cross,KST Trend Cross,OK,13,4,9,30.77,364.05,3.64,1.5697837024793266,28.0,3.39,1.406,1.827,180,
VOLATILITY_90,4h,coppock_curve_bottom,Coppock Curve Bottom,OK,8,4,4,50.0,698.39,6.98,2.712384959194909,87.3,2.88,2.621,4.372,180,
VOLATILITY_90,4h,stc_cycle_turn,Schaff Trend Cycle Turn,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
VOLATILITY_90,4h,tsi_momentum_shift,TSI Momentum Shift,OK,11,6,5,54.55,947.01,9.47,3.269359591741689,86.09,2.44,3.148,4.419,180,
VOLATILITY_90,4h,dpo_cycle_reversal,Detrended Price Oscillator Reversal,OK,21,4,17,19.05,-481.75,-4.82,0.419055035534433,-22.94,5.84,-2.731,-3.68,180,
VOLATILITY_90,4h,rvi_signal_cross,Relative Vigor Index Cross,OK,12,7,5,58.33,707.14,7.07,2.9170197821887225,58.93,2.03,3.12,4.89,180,
VOLATILITY_90,4h,ultimate_oscillator_divergence,Ultimate Oscillator Reversal,OK,40,25,15,62.5,981.7,9.82,2.4285361046801865,24.54,2.53,3.406,5.984,180,
VOLATILITY_90,4h,aroon_new_trend,Aroon New Trend,OK,6,2,4,33.33,15.47,0.15,1.0387214660547943,2.58,3.03,0.096,0.111,180,
VOLATILITY_90,4h,ichimoku_kumo_breakout,Ichimoku Kumo Breakout,OK,5,3,2,60.0,318.46,3.18,3.1429872496038467,63.69,2.29,1.515,1.788,180,
VOLATILITY_90,4h,psar_flip_trend,Parabolic SAR Flip,OK,14,10,4,71.43,1736.31,17.36,11.177071440162205,124.02,1.13,5.624,11.34,180,
VOLATILITY_90,4h,keltner_channel_breakout,Keltner Channel Breakout,OK,4,3,1,75.0,293.39,2.93,3.858545707190576,73.35,1.29,1.793,1.873,180,
VOLATILITY_90,4h,donchian_channel_breakout,Donchian Channel Breakout,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
VOLATILITY_90,4h,vwap_reversion,VWAP Mean Reversion,OK,9,3,6,33.33,-31.91,-0.32,0.8935742856607348,-3.55,1.83,-0.264,-0.305,180,
VOLATILITY_90,4h,fisher_transform_extreme,Fisher Transform Extreme Reversal,OK,15,3,12,20.0,-640.4,-6.4,0.2649264772509677,-42.69,7.24,-3.051,-2.595,180,
VOLATILITY_90,4h,stoch_rsi_double_confirm,Stochastic RSI Double Confirmation,OK,61,39,22,63.93,1162.39,11.62,2.779254751061855,19.06,1.99,3.933,6.64,180,
VOLATILITY_90,4h,trix_zero_cross,TRIX Zero-Line Cross,OK,13,2,11,15.38,-658.88,-6.59,0.3008861390665971,-50.68,7.06,-3.232,-3.25,180,
VOLATILITY_90,4h,roc_acceleration,Rate-of-Change Acceleration,OK,10,7,3,70.0,1143.62,11.44,10.57051990303716,114.36,1.31,4.447,7.918,180,
VOLATILITY_90,4h,balance_of_power_shift,Balance of Power Shift,OK,22,9,13,40.91,201.78,2.02,1.329919746576587,9.17,3.63,1.002,1.647,180,
VOLATILITY_90,4h,ulcer_index_calm_entry,Ulcer Index Low-Stress Entry,OK,18,4,14,22.22,-448.74,-4.49,0.6526825808857893,-24.93,6.43,-1.492,-1.731,180,
VOLATILITY_90,4h,entropy_regime_filter,Entropy Regime Filter,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
VOLATILITY_90,4h,kama_adaptive_trend,KAMA Adaptive Trend,OK,10,6,4,60.0,827.44,8.27,4.169254686546693,82.74,1.61,3.412,6.172,180,
VOLATILITY_90,4h,hull_ma_momentum,Hull Moving Average Momentum,OK,11,7,4,63.64,1407.35,14.07,7.219721015641009,127.94,1.12,4.803,10.431,180,
VOLATILITY_90,4h,hidden_rsi_divergence_v2,Hidden RSI Divergence (Trend Continuation),OK,18,6,12,33.33,-16.53,-0.17,0.9607209105017772,-0.92,2.5,-0.084,-0.061,180,
VOLATILITY_90,4h,macd_divergence_confluence,MACD Divergence Confluence,OK,5,3,2,60.0,773.48,7.73,9.988846147312238,154.7,0.53,3.81,7.288,180,
VOLATILITY_90,4h,elder_ray_supertrend_combo,Elder Ray + SuperTrend Combo,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
VOLATILITY_90,4h,range_position_breakout,Range Position Breakout,OK,7,4,3,57.14,187.76,1.88,3.1984273559395735,26.82,0.49,1.723,1.88,180,
VOLATILITY_90,4h,mean_reversion_zscore,Mean Reversion Z-Score Fade,OK,8,1,7,12.5,-403.95,-4.04,0.218183546604499,-50.49,4.04,-3.564,-2.933,180,
VOLATILITY_90,1d,rsi_reversal,RSI Mean Reversion,OK,9,6,3,66.67,777.55,7.78,3.499432214123505,86.39,2.17,2.778,3.256,200,
VOLATILITY_90,1d,macd_trend,MACD Trend Following,OK,10,1,9,10.0,-386.68,-3.87,0.42829250413786474,-38.67,3.99,-1.558,-1.778,200,
VOLATILITY_90,1d,bb_squeeze,Bollinger Band Squeeze,OK,13,9,4,69.23,1480.01,14.8,4.382765327380821,113.85,2.54,3.711,6.522,200,
VOLATILITY_90,1d,adx_strength,ADX Strength Entry,OK,8,3,5,37.5,391.73,3.92,1.7668459673544983,48.97,2.88,1.446,2.159,200,
VOLATILITY_90,1d,ichimoku_trend,Ichimoku Cloud Trend,OK,23,6,17,26.09,-159.44,-1.59,0.9031758632371821,-6.93,6.59,-0.345,-0.607,200,
VOLATILITY_90,1d,supertrend_follow,SuperTrend Follow,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
VOLATILITY_90,1d,elder_ray,Elder Ray Power,OK,19,8,11,42.11,543.67,5.44,1.596373245355699,28.61,4.16,1.438,1.761,200,
VOLATILITY_90,1d,choppiness_reversal,Choppiness Reversal,OK,15,10,5,66.67,509.11,5.09,2.9489861031656157,33.94,1.2,2.57,3.251,200,
VOLATILITY_90,1d,confluence_8,8-Indicator Confluence,OK,7,4,3,57.14,517.97,5.18,2.8339549564124424,74.0,1.69,2.094,2.743,200,
VOLATILITY_90,1d,fisher_zscore,Fisher + Z-Score,OK,19,15,4,78.95,1003.56,10.04,6.7292855837600305,52.82,1.01,4.499,9.182,200,
VOLATILITY_90,1d,volume_breakout,Volume Breakout,OK,5,1,4,20.0,87.71,0.88,1.781170384584693,17.54,1.4,0.643,0.783,200,
VOLATILITY_90,1d,camarilla_breakout,Camarilla R3/S3 Breakout,OK,18,9,9,50.0,220.66,2.21,1.5115234599096297,12.26,1.95,0.933,1.061,200,
VOLATILITY_90,1d,heikin_ashi_trend,Heikin-Ashi Trend Ride,OK,11,8,3,72.73,1090.17,10.9,7.734810247767665,99.11,1.23,4.59,7.784,200,
VOLATILITY_90,1d,woodie_pivot_reversal,Woodie Pivot Reversal,OK,20,3,17,15.0,-806.38,-8.06,0.3256780529094899,-40.32,8.06,-3.101,-3.434,200,
VOLATILITY_90,1d,cci_extreme_reversal,CCI Extreme Reversal,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
VOLATILITY_90,1d,chandelier_trend_exit,Chandelier Trend Exit,OK,88,35,52,39.77,-103.8,-1.04,0.9109785437535234,-1.18,4.05,-0.401,-0.721,200,
VOLATILITY_90,1d,mfi_volume_reversal,MFI Volume Reversal,OK,13,3,10,23.08,-358.86,-3.59,0.48110734372108843,-27.6,3.59,-1.807,-1.913,200,
VOLATILITY_90,1d,liquidity_sweep_reversal,Liquidity Sweep Reversal,OK,3,1,2,33.33,46.02,0.46,1.2284402531330794,15.34,2.05,0.243,0.136,200,
VOLATILITY_90,1d,vortex_trend_cross,Vortex Trend Cross,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
VOLATILITY_90,1d,hurst_trend_persistence,Hurst Trend Persistence,OK,11,3,8,27.27,158.83,1.59,1.2144377783779994,14.44,4.08,0.621,0.992,200,
VOLATILITY_90,1d,rsi_regular_divergence_v2,RSI Regular Divergence (Confirmed),OK,44,29,15,65.91,1711.32,17.11,5.955518478038344,38.89,1.63,5.111,10.007,200,
VOLATILITY_90,1d,hidden_macd_divergence_v2,Hidden MACD Divergence (Trend Continuation),OK,8,6,2,75.0,1266.44,12.66,17.046705744563717,158.3,0.76,5.39,10.52,200,
VOLATILITY_90,1d,obv_price_divergence,OBV/Price Divergence,OK,36,17,19,47.22,97.88,0.98,1.098981580056721,2.72,2.89,0.381,0.439,200,
VOLATILITY_90,1d,coppock_curve_bottom,Coppock Curve Bottom,OK,8,3,5,37.5,543.8,5.44,2.057251904572775,67.97,2.88,1.862,2.97,200,
VOLATILITY_90,1d,kst_trend_cross,KST Trend Cross,OK,15,4,11,26.67,149.63,1.5,1.1753386875288665,9.98,3.39,0.527,0.636,200,
VOLATILITY_90,1d,stc_cycle_turn,Schaff Trend Cycle Turn,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
VOLATILITY_90,1d,tsi_momentum_shift,TSI Momentum Shift,OK,12,6,6,50.0,881.81,8.82,2.827554511978048,73.48,2.44,2.688,3.593,200,
VOLATILITY_90,1d,dpo_cycle_reversal,Detrended Price Oscillator Reversal,OK,28,4,24,14.29,-783.48,-7.83,0.3072579334572786,-27.98,7.83,-3.756,-5.043,200,
VOLATILITY_90,1d,rvi_signal_cross,Relative Vigor Index Cross,OK,13,7,6,53.85,608.29,6.08,2.300531778478522,46.79,2.03,2.433,3.337,200,
VOLATILITY_90,1d,ultimate_oscillator_divergence,Ultimate Oscillator Reversal,OK,41,25,16,60.98,858.12,8.58,2.05839254423066,20.93,2.53,2.712,4.474,200,
VOLATILITY_90,1d,aroon_new_trend,Aroon New Trend,OK,6,1,5,16.67,-223.82,-2.24,0.5507834258097875,-37.3,4.0,-0.929,-0.932,200,
VOLATILITY_90,1d,ichimoku_kumo_breakout,Ichimoku Kumo Breakout,OK,5,3,2,60.0,216.94,2.17,2.4598316787779493,43.39,2.29,0.945,1.097,200,
VOLATILITY_90,1d,psar_flip_trend,Parabolic SAR Flip,OK,15,10,5,66.67,1618.95,16.19,6.621868299475744,107.93,1.81,4.722,6.93,200,
VOLATILITY_90,1d,donchian_channel_breakout,Donchian Channel Breakout,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
VOLATILITY_90,1d,keltner_channel_breakout,Keltner Channel Breakout,OK,4,3,1,75.0,221.76,2.22,3.1606341612502677,55.44,1.47,1.194,1.17,200,
VOLATILITY_90,1d,fisher_transform_extreme,Fisher Transform Extreme Reversal,OK,22,3,19,13.64,-1080.22,-10.8,0.17604930406593017,-49.1,10.8,-4.158,-3.946,200,
VOLATILITY_90,1d,vwap_reversion,VWAP Mean Reversion,OK,13,3,10,23.08,-201.66,-2.02,0.5705551579886506,-15.51,2.46,-1.419,-1.554,200,
VOLATILITY_90,1d,trix_zero_cross,TRIX Zero-Line Cross,OK,15,1,14,6.67,-981.57,-9.82,0.19445024078927348,-65.44,9.82,-4.026,-3.967,200,
VOLATILITY_90,1d,stoch_rsi_double_confirm,Stochastic RSI Double Confirmation,OK,61,39,22,63.93,1082.03,10.82,2.4748278437462377,17.74,1.99,3.357,5.32,200,
VOLATILITY_90,1d,balance_of_power_shift,Balance of Power Shift,OK,27,9,18,33.33,-65.28,-0.65,0.925709218764279,-2.42,4.34,-0.263,-0.423,200,
VOLATILITY_90,1d,roc_acceleration,Rate-of-Change Acceleration,OK,10,7,3,70.0,1143.62,11.44,10.57051990303716,114.36,1.31,4.158,6.981,200,
VOLATILITY_90,1d,ulcer_index_calm_entry,Ulcer Index Low-Stress Entry,OK,21,4,17,19.05,-803.94,-8.04,0.5119437265307534,-38.28,8.04,-2.363,-2.701,200,
VOLATILITY_90,1d,entropy_regime_filter,Entropy Regime Filter,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
VOLATILITY_90,1d,hull_ma_momentum,Hull Moving Average Momentum,OK,11,7,4,63.64,1407.35,14.07,7.219721015641009,127.94,1.12,4.487,9.196,200,
VOLATILITY_90,1d,kama_adaptive_trend,KAMA Adaptive Trend,OK,10,5,5,50.0,758.67,7.59,3.750783292322153,75.87,1.61,2.857,4.721,200,
VOLATILITY_90,1d,hidden_rsi_divergence_v2,Hidden RSI Divergence (Trend Continuation),OK,20,6,14,30.0,-112.25,-1.12,0.7826451573065594,-5.61,2.5,-0.565,-0.41,200,
VOLATILITY_90,1d,macd_divergence_confluence,MACD Divergence Confluence,OK,5,3,2,60.0,773.48,7.73,9.988846147312238,154.7,0.53,3.567,6.425,200,
VOLATILITY_90,1d,elder_ray_supertrend_combo,Elder Ray + SuperTrend Combo,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
VOLATILITY_90,1d,range_position_breakout,Range Position Breakout,OK,8,4,4,50.0,166.72,1.67,2.566312289743139,20.84,0.53,1.422,1.606,200,
VOLATILITY_90,1d,mean_reversion_zscore,Mean Reversion Z-Score Fade,OK,11,1,10,9.09,-618.24,-6.18,0.15421979700421565,-56.2,6.18,-4.172,-3.283,200,
DRIFT_SWITCH_10,1h,rsi_reversal,RSI Mean Reversion,OK,15,10,5,66.67,1534.6,15.35,4.375876503323859,102.31,1.31,3.823,4.902,288,
DRIFT_SWITCH_10,1h,macd_trend,MACD Trend Following,OK,14,4,10,28.57,-171.29,-1.71,0.7810606180425964,-12.23,4.92,-0.458,-0.531,288,
DRIFT_SWITCH_10,1h,bb_squeeze,Bollinger Band Squeeze,OK,20,14,6,70.0,2422.63,24.23,4.573328483533524,121.13,3.0,3.511,5.189,288,
DRIFT_SWITCH_10,1h,adx_strength,ADX Strength Entry,OK,12,6,6,50.0,1241.77,12.42,2.9218550684141045,103.48,3.39,2.835,4.058,288,
DRIFT_SWITCH_10,1h,ichimoku_trend,Ichimoku Cloud Trend,OK,39,12,27,30.77,18.31,0.18,1.0066818814229654,0.47,10.12,0.06,0.105,288,
DRIFT_SWITCH_10,1h,supertrend_follow,SuperTrend Follow,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
DRIFT_SWITCH_10,1h,elder_ray,Elder Ray Power,OK,25,14,11,56.0,1677.96,16.78,2.782368563672013,67.12,3.61,3.058,4.058,288,
DRIFT_SWITCH_10,1h,choppiness_reversal,Choppiness Reversal,OK,29,20,9,68.97,1099.64,11.0,3.286052472718079,37.92,1.52,3.308,4.217,288,
DRIFT_SWITCH_10,1h,confluence_8,8-Indicator Confluence,OK,10,5,5,50.0,550.9,5.51,2.1485714424433535,55.09,2.32,1.475,1.865,288,
DRIFT_SWITCH_10,1h,fisher_zscore,Fisher + Z-Score,OK,30,25,5,83.33,1807.38,18.07,8.847590454322695,60.25,1.05,5.305,6.756,288,
DRIFT_SWITCH_10,1h,volume_breakout,Volume Breakout,OK,7,7,0,100.0,701.47,7.01,,100.21,0.03,3.35,0.0,288,
DRIFT_SWITCH_10,1h,camarilla_breakout,Camarilla R3/S3 Breakout,OK,22,16,6,72.73,748.91,7.49,2.6209839215999358,34.04,3.52,2.213,2.518,288,
DRIFT_SWITCH_10,1h,heikin_ashi_trend,Heikin-Ashi Trend Ride,OK,18,11,7,61.11,2265.9,22.66,10.618320869525526,125.88,1.14,5.837,10.218,288,
DRIFT_SWITCH_10,1h,woodie_pivot_reversal,Woodie Pivot Reversal,OK,35,5,30,14.29,-1493.39,-14.93,0.28006366456370285,-42.67,15.82,-3.793,-4.121,288,
DRIFT_SWITCH_10,1h,cci_extreme_reversal,CCI Extreme Reversal,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
DRIFT_SWITCH_10,1h,mfi_volume_reversal,MFI Volume Reversal,OK,20,5,15,25.0,-517.48,-5.17,0.529446958998899,-25.87,7.28,-1.764,-1.786,288,
DRIFT_SWITCH_10,1h,chandelier_trend_exit,Chandelier Trend Exit,OK,140,55,84,39.29,80.86,0.81,1.0467299379753636,0.58,5.42,0.226,0.409,288,
DRIFT_SWITCH_10,1h,liquidity_sweep_reversal,Liquidity Sweep Reversal,OK,6,1,5,16.67,-252.35,-2.52,0.4951465747497409,-42.06,3.94,-0.765,-0.495,288,
DRIFT_SWITCH_10,1h,vortex_trend_cross,Vortex Trend Cross,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
DRIFT_SWITCH_10,1h,hurst_trend_persistence,Hurst Trend Persistence,OK,18,5,13,27.78,252.8,2.53,1.2058845794499666,14.04,7.61,0.605,1.005,288,
DRIFT_SWITCH_10,1h,rsi_regular_divergence_v2,RSI Regular Divergence (Confirmed),OK,81,63,18,77.78,3230.24,32.3,5.345704207566995,39.88,3.17,5.783,8.015,288,
DRIFT_SWITCH_10,1h,hidden_macd_divergence_v2,Hidden MACD Divergence (Trend Continuation),OK,17,11,6,64.71,2433.47,24.33,11.982686706307172,143.15,1.22,6.404,12.26,288,
DRIFT_SWITCH_10,1h,obv_price_divergence,OBV/Price Divergence,OK,60,22,37,36.67,-174.56,-1.75,0.8907410582475335,-2.91,5.7,-0.412,-0.529,288,
DRIFT_SWITCH_10,1h,coppock_curve_bottom,Coppock Curve Bottom,OK,9,4,5,44.44,912.83,9.13,2.7263421371007195,101.43,4.14,1.998,2.822,288,
DRIFT_SWITCH_10,1h,kst_trend_cross,KST Trend Cross,OK,17,5,12,29.41,330.19,3.3,1.3493161678386218,19.42,3.71,0.804,1.015,288,
DRIFT_SWITCH_10,1h,stc_cycle_turn,Schaff Trend Cycle Turn,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
DRIFT_SWITCH_10,1h,dpo_cycle_reversal,Detrended Price Oscillator Reversal,OK,45,9,36,20.0,-1019.89,-10.2,0.40725874977938936,-22.66,11.92,-3.268,-4.056,288,
DRIFT_SWITCH_10,1h,tsi_momentum_shift,TSI Momentum Shift,OK,20,12,8,60.0,2038.0,20.38,4.344738288952436,101.9,2.26,3.792,5.874,288,
DRIFT_SWITCH_10,1h,rvi_signal_cross,Relative Vigor Index Cross,OK,18,12,6,66.67,1539.63,15.4,4.9956482541151255,85.53,1.77,4.159,6.685,288,
DRIFT_SWITCH_10,1h,ultimate_oscillator_divergence,Ultimate Oscillator Reversal,OK,73,53,20,72.6,1823.65,18.24,2.446350747459579,24.98,2.23,3.564,4.742,288,
DRIFT_SWITCH_10,1h,aroon_new_trend,Aroon New Trend,OK,6,2,4,33.33,151.42,1.51,1.3764037401300822,25.24,3.0,0.502,0.541,288,
