id,epoch,dir,entry,exit,pnl,hold,reason,votes,ns,agreement,confDir
38,1787598960,LONG,99.7589,99.70009,-0.0589,1,SL,199,0.423,0.711,BUY
39,1787599860,SHORT,99.6279,99.68491,-0.0572,1,SL,199,-0.4,0.7,SELL
40,1787600160,LONG,99.8218,99.95508,0.1335,4,TP,196,0.379,0.69,BUY
41,1787601660,SHORT,100.1087,100.167,-0.0582,5,SL,233,-0.547,0.774,SELL
42,1787602260,SHORT,100.04,100.09894,-0.0589,1,SL,227,-0.568,0.784,SELL
43,1787603160,LONG,100.4786,100.42289,-0.0554,5,SL,223,0.341,0.67,HOLD
44,1787603760,LONG,100.573,100.51527,-0.0574,1,SL,195,0.482,0.741,HOLD
45,1787604960,LONG,100.6134,100.74543,0.1312,3,TP,202,0.612,0.806,HOLD
46,1787605260,LONG,101.0448,101.1949,0.1485,4,TP,211,0.48,0.74,HOLD
47,1787605560,LONG,101.381,101.53772,0.1546,4,TP,212,0.495,0.747,HOLD
48,1787605860,LONG,101.5095,101.5095,0,0,HORIZON,217,0.366,0.683,HOLD
49,1787607960,LONG,101.4889,101.61696,0.1262,3,TP,204,0.617,0.808,HOLD
50,1787608260,LONG,101.7282,101.7282,0,0,HORIZON,222,0.582,0.791,HOLD
51,1787608560,LONG,101.7473,101.85971,0.1105,4,TP,226,0.384,0.692,HOLD
52,1787609160,LONG,101.7146,101.65739,-0.0562,1,SL,211,0.439,0.72,HOLD
53,1787609460,SHORT,101.6744,101.5581,0.1144,4,TP,205,-0.322,0.661,HOLD
54,1787612160,LONG,101.1609,101.10038,-0.0598,1,SL,222,0.47,0.735,HOLD
55,1787612460,LONG,101.2962,101.23656,-0.0589,4,SL,210,0.411,0.705,HOLD
56,1787613060,LONG,101.2302,101.16733,-0.0621,4,SL,195,0.331,0.665,HOLD
57,1787613360,SHORT,101.1614,101.21257,-0.0506,1,SL,190,-0.441,0.721,HOLD
58,1787613660,SHORT,101.1432,101.19752,-0.0537,1,SL,189,-0.56,0.78,HOLD
59,1787613960,SHORT,101.108,101.16688,-0.0582,1,SL,189,-0.493,0.746,SELL
60,1787614560,SHORT,101.1312,101.18771,-0.0559,4,SL,203,-0.618,0.809,SELL
61,1787615760,SHORT,101.18,101.23098,-0.0504,4,SL,200,-0.491,0.745,SELL
62,1787616060,SHORT,101.1496,101.04653,0.1019,2,TP,203,-0.608,0.804,SELL
63,1787616360,SHORT,101.0765,101.13083,-0.0537,1,SL,189,-0.378,0.689,SELL
64,1787617560,LONG,101.2388,101.36427,0.1239,4,TP,204,0.454,0.727,BUY
65,1787617860,LONG,101.4869,101.42153,-0.0644,3,SL,204,0.444,0.722,HOLD
66,1787618160,LONG,101.5004,101.43541,-0.064,1,SL,221,0.496,0.748,HOLD
67,1787619060,SHORT,100.823,100.88245,-0.059,1,SL,192,-0.322,0.661,HOLD
68,1787619660,SHORT,100.9176,100.97243,-0.0543,3,SL,192,-0.395,0.698,HOLD
69,1787620560,SHORT,100.6708,100.72166,-0.0505,2,SL,196,-0.349,0.675,HOLD
70,1787620860,LONG,100.8474,100.96442,0.116,4,TP,198,0.396,0.698,HOLD
71,1787621160,LONG,100.9763,100.92143,-0.0543,1,SL,193,0.4,0.7,HOLD
72,1787621460,SHORT,100.8155,100.87403,-0.0581,5,SL,197,-0.551,0.776,HOLD
73,1787621760,LONG,100.9479,101.07171,0.1227,1,TP,216,0.477,0.739,HOLD
74,1787622660,SHORT,100.6629,100.72426,-0.061,1,SL,194,-0.367,0.683,HOLD
75,1787623560,SHORT,100.6151,100.6725,-0.0571,2,SL,210,-0.48,0.74,HOLD
76,1787624160,LONG,101.0505,100.99362,-0.0563,5,SL,219,0.331,0.665,BUY
77,1787624460,LONG,101.0255,100.97127,-0.0537,2,SL,210,0.324,0.662,BUY
78,1787624760,LONG,101.0768,101.02289,-0.0533,1,SL,196,0.472,0.736,BUY
79,1787625060,SHORT,100.9078,100.96133,-0.053,1,SL,195,-0.333,0.667,SELL
80,1787625360,LONG,101.0921,101.03778,-0.0537,2,SL,206,0.635,0.818,BUY
81,1787626860,LONG,101.3387,101.28017,-0.0578,1,SL,193,0.521,0.76,HOLD
82,1787627160,LONG,101.2576,101.20031,-0.0566,1,SL,200,0.308,0.654,BUY
83,1787627460,LONG,101.3483,101.29053,-0.057,1,SL,203,0.702,0.851,HOLD
84,1787628060,SHORT,100.9896,100.85961,0.1287,2,TP,208,-0.349,0.674,SELL
85,1787628360,SHORT,100.6539,100.71499,-0.0607,1,SL,215,-0.359,0.679,HOLD
86,1787628660,SHORT,100.5603,100.61571,-0.0551,1,SL,216,-0.318,0.659,HOLD
87,1787629560,LONG,100.7431,100.68316,-0.0595,2,SL,214,0.314,0.657,HOLD
88,1787629860,SHORT,100.5503,100.60394,-0.0533,1,SL,215,-0.498,0.749,HOLD
89,1787632260,LONG,100.0748,100.02538,-0.0494,2,SL,201,0.303,0.651,HOLD
90,1787632860,LONG,100.0803,100.01826,-0.062,2,SL,216,0.529,0.765,HOLD
91,1787633160,LONG,100.0813,100.02627,-0.055,5,SL,207,0.34,0.67,HOLD
92,1787633460,SHORT,100.0398,100.0899,-0.0501,2,SL,201,-0.337,0.669,HOLD
93,1787633760,SHORT,99.946,100.00092,-0.0549,1,SL,208,-0.577,0.788,HOLD
94,1787634060,SHORT,99.8336,99.8336,0,0,HORIZON,209,-0.352,0.676,HOLD
95,1787634360,SHORT,99.7451,99.79198,-0.047,3,SL,210,-0.428,0.714,HOLD
96,1787634960,LONG,100.0886,100.19268,0.104,2,TP,212,0.394,0.697,HOLD
97,1787635260,LONG,100.1861,100.12913,-0.0569,1,SL,210,0.359,0.679,HOLD
98,1787635860,LONG,100.31,100.24828,-0.0615,1,SL,200,0.32,0.66,HOLD
99,1787637960,LONG,99.573,99.69578,0.1233,3,TP,219,0.348,0.674,HOLD
100,1787638260,LONG,99.8692,99.99866,0.1296,4,TP,218,0.568,0.784,HOLD
101,1787638560,LONG,99.8287,99.77344,-0.0554,3,SL,216,0.452,0.726,HOLD
102,1787639460,LONG,99.6181,99.73081,0.1131,2,TP,215,0.674,0.837,HOLD
103,1787639760,LONG,99.7711,99.7195,-0.0517,3,SL,212,0.601,0.801,HOLD
104,1787640660,SHORT,99.5678,99.64519,-0.0777,1,SL,210,-0.502,0.751,HOLD
105,1787641560,LONG,99.6086,99.54061,-0.0683,2,SL,217,0.41,0.705,HOLD
106,1787641860,LONG,99.8655,99.79653,-0.0691,1,SL,214,0.49,0.745,BUY
107,1787642160,LONG,99.6534,99.58527,-0.0684,2,SL,213,0.327,0.663,HOLD
108,1787642460,LONG,99.7557,99.88977,0.1344,2,TP,190,0.445,0.722,HOLD
109,1787643060,SHORT,99.5334,99.59181,-0.0587,2,SL,226,-0.595,0.797,HOLD
110,1787643360,SHORT,99.5809,99.63128,-0.0506,1,SL,223,-0.361,0.681,HOLD
111,1787643660,LONG,99.6764,99.62326,-0.0533,2,SL,190,0.383,0.691,HOLD
112,1787644560,LONG,99.6803,99.62368,-0.0568,2,SL,208,0.559,0.779,BUY
113,1787645160,LONG,99.6726,99.61195,-0.0609,1,SL,196,0.414,0.707,BUY
114,1787645460,SHORT,99.455,99.455,0,0,HORIZON,192,-0.39,0.695,HOLD
115,1787646360,LONG,99.5094,99.4547,-0.055,2,SL,204,0.448,0.724,HOLD
116,1787647860,LONG,99.3736,99.31263,-0.0614,4,SL,209,0.433,0.717,HOLD
117,1787650260,SHORT,99.1913,99.1913,0,0,HORIZON,199,-0.416,0.708,HOLD
118,1787650560,SHORT,99.1903,99.24928,-0.0595,2,SL,203,-0.346,0.673,HOLD
119,1787650860,LONG,99.2735,99.2163,-0.0576,4,SL,220,0.478,0.739,HOLD
120,1787651160,SHORT,99.1512,99.04268,0.1094,1,TP,193,-0.543,0.771,HOLD
121,1787651460,SHORT,99.0687,99.1349,-0.0668,3,SL,196,-0.457,0.728,HOLD
122,1787651760,LONG,99.5291,99.45303,-0.0764,2,SL,215,0.581,0.79,BUY
123,1787652060,LONG,99.6269,99.55477,-0.0724,3,SL,213,0.451,0.726,BUY
124,1787652360,LONG,99.4867,99.4867,0,0,HORIZON,217,0.421,0.711,BUY
125,1787652660,LONG,99.5716,99.51629,-0.0555,1,SL,213,0.426,0.713,BUY
126,1787653260,LONG,99.5679,99.69344,0.1261,4,TP,204,0.696,0.848,BUY
127,1787653560,LONG,99.7888,99.73213,-0.0568,1,SL,211,0.491,0.746,HOLD
128,1787653860,LONG,99.9793,100.09835,0.1191,2,TP,214,0.509,0.755,HOLD
129,1787654160,LONG,100.1088,100.05029,-0.0585,1,SL,213,0.564,0.782,HOLD
130,1787656560,LONG,101.108,101.24321,0.1337,1,TP,193,0.507,0.754,HOLD
131,1787656860,LONG,101.3605,101.30277,-0.057,2,SL,197,0.388,0.694,HOLD
132,1787658360,LONG,101.3724,101.3724,0,0,HORIZON,207,0.471,0.735,HOLD
133,1787658960,SHORT,101.1879,101.1879,0,0,HORIZON,191,-0.443,0.721,HOLD
134,1787660760,SHORT,100.7327,100.79128,-0.0582,2,SL,234,-0.373,0.687,HOLD
135,1787661060,LONG,100.9465,100.88642,-0.0595,1,SL,225,0.365,0.682,HOLD
136,1787661660,LONG,101.007,100.9476,-0.0588,2,SL,196,0.355,0.678,HOLD
137,1787662260,SHORT,100.8184,100.87329,-0.0544,1,SL,219,-0.644,0.822,HOLD
138,1787663760,SHORT,100.7031,100.76227,-0.0588,1,SL,190,-0.305,0.653,HOLD
139,1787665260,SHORT,101.084,101.13537,-0.0508,1,SL,209,-0.473,0.737,HOLD
140,1787665560,LONG,101.2962,101.2284,-0.0669,2,SL,194,0.561,0.78,HOLD
141,1787665860,LONG,101.4564,101.4564,0,0,HORIZON,197,0.348,0.674,HOLD
142,1787666460,LONG,101.5522,101.49157,-0.0597,2,SL,196,0.323,0.662,HOLD
143,1787666760,SHORT,101.2832,101.15229,0.1293,2,TP,220,-0.567,0.784,HOLD
144,1787667060,SHORT,101.0965,101.15068,-0.0536,1,SL,226,-0.563,0.781,HOLD
145,1787667360,SHORT,100.9301,100.81862,0.1105,1,TP,232,-0.57,0.785,SELL
146,1787667660,SHORT,100.6917,100.56397,0.1269,2,TP,222,-0.46,0.73,SELL
147,1787667960,SHORT,100.4257,100.48246,-0.0565,1,SL,227,-0.435,0.718,HOLD
148,1787669160,SHORT,100.721,100.60276,0.1174,3,TP,197,-0.336,0.668,SELL
149,1787669460,SHORT,100.6702,100.72865,-0.0581,1,SL,202,-0.477,0.738,HOLD
150,1787670060,LONG,100.7255,100.66628,-0.0588,1,SL,192,0.344,0.672,BUY
151,1787670360,SHORT,100.5946,100.65248,-0.0575,2,SL,189,-0.422,0.711,HOLD
152,1787670660,SHORT,100.3323,100.3323,0,0,HORIZON,198,-0.335,0.667,HOLD
153,1787671560,SHORT,99.9968,99.9968,0,0,HORIZON,241,-0.348,0.674,HOLD
154,1787671860,SHORT,99.8888,99.94672,-0.058,3,SL,230,-0.34,0.67,HOLD
155,1787672460,LONG,100.1111,100.05918,-0.0519,1,SL,208,0.448,0.724,HOLD
156,1787673360,SHORT,100.032,99.91819,0.1138,1,TP,216,-0.525,0.763,HOLD
157,1787673660,SHORT,99.7894,99.84901,-0.0597,1,SL,212,-0.305,0.652,HOLD
158,1787675160,LONG,99.6256,99.73828,0.1131,3,TP,194,0.324,0.662,HOLD
159,1787675760,SHORT,99.5785,99.4737,0.1052,4,TP,199,-0.462,0.731,HOLD
160,1787676060,SHORT,99.4196,99.47571,-0.0564,1,SL,194,-0.372,0.686,HOLD
161,1787677560,SHORT,99.2785,99.16744,0.1119,2,TP,216,-0.388,0.694,HOLD
162,1787678160,LONG,99.3841,99.32667,-0.0578,5,SL,190,0.365,0.682,HOLD
163,1787679060,SHORT,99.2836,99.2836,0,0,HORIZON,202,-0.557,0.778,HOLD
164,1787679360,SHORT,99.1769,99.23519,-0.0588,2,SL,205,-0.412,0.706,HOLD
165,1787679660,SHORT,99.141,99.20191,-0.0614,1,SL,212,-0.452,0.726,HOLD
166,1787681160,LONG,98.9626,99.08652,0.1252,2,TP,194,0.452,0.726,HOLD
167,1787681460,LONG,99.2793,99.2793,0,0,HORIZON,196,0.445,0.722,HOLD
168,1787681760,LONG,99.2438,99.18764,-0.0566,1,SL,195,0.314,0.657,HOLD
169,1787682660,SHORT,99.1092,99.16597,-0.0573,1,SL,209,-0.444,0.722,HOLD
170,1787682960,SHORT,99.1021,98.9649,0.1384,3,TP,192,-0.368,0.684,HOLD
171,1787683260,SHORT,98.9541,99.0182,-0.0648,1,SL,194,-0.461,0.731,HOLD
172,1787683860,LONG,99.1911,99.12552,-0.0661,4,SL,226,0.596,0.798,HOLD
173,1787684760,SHORT,99.0839,99.14191,-0.0585,5,SL,218,-0.606,0.803,HOLD
174,1787686860,SHORT,99.206,99.24986,-0.0442,1,SL,201,-0.426,0.713,SELL
175,1787687760,SHORT,99.1931,99.07665,0.1174,2,TP,210,-0.415,0.708,SELL
176,1787688360,LONG,99.439,99.56114,0.1228,2,TP,200,0.515,0.757,BUY
177,1787688960,LONG,99.6396,99.57536,-0.0645,2,SL,215,0.418,0.709,HOLD
178,1787689260,LONG,99.7804,99.93128,0.1512,4,TP,201,0.458,0.729,HOLD
179,1787690460,SHORT,99.8628,99.8628,0,0,HORIZON,201,-0.436,0.718,HOLD
180,1787691660,LONG,100.0572,100.18497,0.1277,2,TP,195,0.45,0.725,HOLD
181,1787691960,LONG,100.377,100.51445,0.1369,2,TP,196,0.421,0.71,HOLD
182,1787692260,LONG,100.5708,100.5149,-0.0556,1,SL,197,0.422,0.711,HOLD
183,1787693460,SHORT,100.1587,100.02533,0.1332,3,TP,196,-0.348,0.674,HOLD
184,1787693760,SHORT,99.8711,99.94775,-0.0767,2,SL,196,-0.377,0.689,HOLD
185,1787694060,SHORT,99.8604,99.71525,0.1454,4,TP,194,-0.363,0.681,HOLD
186,1787695860,LONG,99.4112,99.4112,0,0,HORIZON,215,0.321,0.661,BUY
187,1787696160,LONG,99.447,99.54838,0.1019,1,TP,215,0.405,0.702,BUY
188,1787696760,SHORT,99.5235,99.39999,0.1241,2,TP,210,-0.327,0.663,SELL
189,1787697060,SHORT,99.1768,99.23386,-0.0575,1,SL,215,-0.447,0.723,HOLD
190,1787698260,SHORT,99.2167,99.27398,-0.0577,1,SL,196,-0.382,0.691,HOLD
191,1787701260,LONG,98.5797,98.69753,0.1195,1,TP,226,0.524,0.762,HOLD
192,1787701560,LONG,98.7979,98.91463,0.1181,2,TP,191,0.32,0.66,HOLD
193,1787701860,LONG,98.9337,98.8859,-0.0483,1,SL,189,0.382,0.691,HOLD
194,1787702460,LONG,99.0129,98.95185,-0.0617,3,SL,195,0.504,0.752,HOLD
195,1787702760,SHORT,98.8355,98.70411,0.1329,1,TP,199,-0.398,0.699,HOLD
196,1787704860,LONG,98.6783,98.77503,0.098,1,TP,194,0.337,0.668,HOLD
197,1787705160,LONG,98.7035,98.64425,-0.06,3,SL,193,0.353,0.677,HOLD
198,1787705460,SHORT,98.6075,98.6605,-0.0538,1,SL,208,-0.608,0.804,HOLD
199,1787705760,SHORT,98.5471,98.59826,-0.0519,1,SL,193,-0.388,0.694,HOLD
200,1787706060,SHORT,98.4162,98.47089,-0.0556,1,SL,194,-0.357,0.678,HOLD
201,1787707260,SHORT,98.131,98.19453,-0.0647,1,SL,202,-0.306,0.653,HOLD
202,1787707560,LONG,98.4932,98.43274,-0.0614,1,SL,194,0.487,0.743,HOLD
203,1787708160,SHORT,98.3272,98.38132,-0.055,2,SL,199,-0.393,0.697,HOLD
204,1787708460,LONG,98.3859,98.33433,-0.0524,1,SL,189,0.697,0.848,HOLD
205,1787708760,LONG,98.3277,98.3277,0,0,HORIZON,204,0.465,0.733,HOLD
206,1787709660,LONG,98.4577,98.56442,0.1084,2,TP,206,0.522,0.761,HOLD
207,1787710260,SHORT,98.3525,98.40524,-0.0536,3,SL,193,-0.463,0.731,HOLD
208,1787710560,LONG,98.5172,98.46084,-0.0572,1,SL,210,0.611,0.805,BUY
209,1787711160,SHORT,98.3042,98.36332,-0.0601,1,SL,195,-0.329,0.665,HOLD
210,1787711460,LONG,98.4337,98.4337,0,0,HORIZON,189,0.522,0.761,HOLD
211,1787711760,LONG,98.4596,98.41121,-0.0491,4,SL,188,0.317,0.659,HOLD
212,1787712360,LONG,98.5544,98.49764,-0.0576,2,SL,216,0.477,0.738,BUY
213,1787712660,SHORT,98.4835,98.36399,0.1214,2,TP,227,-0.431,0.715,SELL
214,1787712960,SHORT,98.2905,98.34548,-0.0559,1,SL,205,-0.358,0.679,HOLD
215,1787714760,SHORT,98.2898,98.33641,-0.0474,1,SL,212,-0.504,0.752,HOLD
216,1787715060,SHORT,98.1735,98.06804,0.1074,2,TP,221,-0.427,0.714,HOLD
217,1787715360,SHORT,97.9057,97.95627,-0.0517,3,SL,227,-0.477,0.738,HOLD
218,1787716260,LONG,98.1338,98.27196,0.1408,5,TP,207,0.421,0.71,HOLD
219,1787716560,LONG,98.2512,98.2512,0,0,HORIZON,191,0.507,0.753,BUY
220,1787717160,SHORT,97.9649,98.01541,-0.0516,1,SL,209,-0.464,0.732,HOLD
221,1787717460,SHORT,97.958,98.00879,-0.0518,3,SL,204,-0.414,0.707,HOLD
222,1787718960,LONG,98.0706,98.01903,-0.0526,5,SL,194,0.387,0.693,HOLD
223,1787719860,SHORT,97.9455,97.84742,0.1001,1,TP,187,-0.373,0.687,HOLD
224,1787720160,SHORT,97.832,97.88021,-0.0493,1,SL,193,-0.35,0.675,HOLD
225,1787720460,LONG,97.9754,98.08082,0.1076,2,TP,201,0.651,0.826,HOLD
226,1787720760,LONG,98.1901,98.32013,0.1324,4,TP,217,0.504,0.752,BUY
227,1787721960,LONG,98.3217,98.2602,-0.0626,2,SL,208,0.479,0.74,BUY
228,1787722860,SHORT,98.1642,98.05422,0.112,1,TP,222,-0.514,0.757,SELL
229,1787723160,SHORT,98.0948,97.97925,0.1178,3,TP,219,-0.487,0.744,SELL
230,1787724060,LONG,98.2093,98.15561,-0.0547,1,SL,208,0.556,0.778,BUY
231,1787724360,SHORT,97.7994,97.66517,0.1372,4,TP,216,-0.478,0.739,HOLD
232,1787724960,SHORT,97.6287,97.6287,0,0,HORIZON,226,-0.404,0.702,HOLD
233,1787725860,LONG,97.6245,97.57258,-0.0532,1,SL,218,0.484,0.742,HOLD
234,1787727660,LONG,97.322,97.42813,0.1091,1,TP,231,0.491,0.745,HOLD
235,1787727960,LONG,97.5738,97.51931,-0.0558,2,SL,225,0.538,0.769,HOLD
236,1787728260,LONG,97.5532,97.50169,-0.0528,1,SL,218,0.537,0.769,HOLD
237,1787728860,SHORT,97.2546,97.31188,-0.0589,2,SL,204,-0.515,0.758,HOLD
238,1787729460,LONG,97.419,97.53333,0.1174,2,TP,211,0.536,0.768,HOLD
239,1787729760,LONG,97.5071,97.62433,0.1202,2,TP,218,0.5,0.75,HOLD
240,1787730060,LONG,97.8484,97.79497,-0.0546,1,SL,231,0.587,0.794,BUY
241,1787730360,LONG,97.759,97.86805,0.1115,2,TP,230,0.598,0.799,BUY
242,1787731260,LONG,97.8487,97.79704,-0.0528,1,SL,209,0.439,0.72,BUY
243,1787732760,SHORT,97.4205,97.47246,-0.0533,1,SL,195,-0.442,0.721,HOLD
244,1787733360,LONG,97.7245,97.83856,0.1167,2,TP,220,0.422,0.711,BUY
245,1787733660,LONG,97.806,97.75286,-0.0543,1,SL,224,0.47,0.735,BUY
246,1787734560,LONG,97.8638,97.79998,-0.0652,4,SL,218,0.517,0.758,BUY
247,1787734860,LONG,97.8515,97.79148,-0.0613,1,SL,213,0.374,0.687,BUY
248,1787736660,LONG,98.2774,98.21197,-0.0666,2,SL,196,0.498,0.749,HOLD
249,1787736960,LONG,98.2397,98.17644,-0.0644,1,SL,193,0.349,0.674,HOLD
250,1787737260,LONG,98.325,98.2644,-0.0616,5,SL,217,0.315,0.657,HOLD
251,1787737560,SHORT,98.1268,97.9772,0.1525,2,TP,221,-0.497,0.749,HOLD
252,1787737860,SHORT,97.8484,97.90996,-0.0629,1,SL,212,-0.393,0.697,SELL
253,1787738160,LONG,98.0681,98.00366,-0.0657,5,SL,199,0.483,0.742,HOLD
254,1787738460,SHORT,97.9969,98.05733,-0.0617,1,SL,222,-0.411,0.706,SELL
255,1787740560,SHORT,98.0454,98.10493,-0.0607,1,SL,196,-0.318,0.659,SELL
256,1787740860,LONG,98.2567,98.19829,-0.0594,4,SL,205,0.302,0.651,HOLD
257,1787741160,SHORT,98.0778,97.95473,0.1255,5,TP,197,-0.3,0.65,SELL
258,1787742060,LONG,98.148,98.08046,-0.0688,1,SL,199,0.456,0.728,BUY
259,1787742660,LONG,98.1441,98.09117,-0.0539,1,SL,192,0.439,0.719,HOLD
260,1787742960,SHORT,97.8886,97.96053,-0.0735,2,SL,211,-0.574,0.787,HOLD
261,1787743260,LONG,98.0725,98.0101,-0.0636,1,SL,215,0.549,0.775,BUY
262,1787743560,LONG,98.2743,98.21763,-0.0577,2,SL,215,0.417,0.709,HOLD
263,1787744160,SHORT,97.7441,97.80236,-0.0596,4,SL,202,-0.478,0.739,SELL
264,1787745060,SHORT,97.9108,97.9668,-0.0572,3,SL,198,-0.345,0.673,SELL
265,1787745360,LONG,98.0612,98.17508,0.1161,2,TP,193,0.559,0.78,BUY
266,1787745960,SHORT,97.8358,97.71131,0.1272,2,TP,210,-0.462,0.731,HOLD
267,1787746260,SHORT,97.7193,97.76817,-0.05,1,SL,199,-0.328,0.664,HOLD
268,1787748060,LONG,97.7661,97.87476,0.1111,2,TP,216,0.448,0.724,BUY
269,1787748360,LONG,97.8341,97.97857,0.1477,4,TP,226,0.473,0.736,BUY
270,1787750460,LONG,98.4256,98.36421,-0.0624,3,SL,211,0.565,0.783,HOLD
271,1787751360,LONG,98.4969,98.615,0.1199,5,TP,205,0.641,0.82,HOLD
272,1787751660,LONG,98.554,98.50177,-0.053,1,SL,206,0.49,0.745,HOLD
273,1787751960,LONG,98.9277,99.06137,0.1351,2,TP,197,0.345,0.672,HOLD
274,1787752560,LONG,99.1019,99.22598,0.1252,2,TP,195,0.345,0.673,HOLD
275,1787752860,LONG,99.3013,99.43233,0.132,3,TP,196,0.428,0.714,HOLD
276,1787753460,SHORT,99.1921,99.24319,-0.0515,1,SL,217,-0.392,0.696,HOLD
277,1787753760,SHORT,99.0579,99.11469,-0.0573,2,SL,224,-0.439,0.72,HOLD
278,1787754060,SHORT,98.8644,98.922,-0.0583,1,SL,196,-0.307,0.653,HOLD
279,1787754660,SHORT,98.6209,98.68353,-0.0635,4,SL,195,-0.377,0.688,HOLD
280,1787755560,LONG,98.8051,98.74714,-0.0587,4,SL,214,0.391,0.695,HOLD
281,1787755860,LONG,98.8807,98.81223,-0.0692,2,SL,215,0.533,0.767,HOLD
282,1787756160,SHORT,98.6463,98.5165,0.1316,2,TP,192,-0.319,0.659,HOLD
283,1787757660,LONG,98.5049,98.45638,-0.0493,1,SL,187,0.317,0.658,BUY
284,1787759760,SHORT,98.6177,98.48886,0.1306,3,TP,192,-0.31,0.655,SELL
285,1787760360,LONG,98.8742,99.04669,0.1745,2,TP,209,0.509,0.754,HOLD
286,1787760660,LONG,99.0891,99.02286,-0.0668,1,SL,227,0.498,0.749,HOLD
287,1787762160,LONG,99.1057,99.04411,-0.0621,2,SL,198,0.491,0.745,HOLD
288,1787762760,SHORT,98.9159,98.96944,-0.0541,1,SL,194,-0.426,0.713,HOLD
289,1787763060,SHORT,98.8732,98.92481,-0.0522,2,SL,192,-0.335,0.668,SELL
290,1787763960,SHORT,98.7012,98.76278,-0.0624,2,SL,206,-0.445,0.722,SELL
291,1787764260,SHORT,98.6418,98.49364,0.1502,2,TP,219,-0.356,0.678,HOLD
292,1787765760,LONG,98.3306,98.27741,-0.0541,5,SL,221,0.676,0.838,HOLD
293,1787766960,SHORT,98.4797,98.3522,0.1295,3,TP,214,-0.37,0.685,HOLD
294,1787767260,SHORT,98.2781,98.1554,0.1248,3,TP,210,-0.435,0.718,HOLD
295,1787767560,SHORT,97.9168,97.97696,-0.0614,2,SL,212,-0.401,0.701,HOLD
296,1787767860,SHORT,97.9401,97.99526,-0.0563,2,SL,215,-0.388,0.694,HOLD
